"No.","Time","Source","Destination","Protocol","Length","Data rate (Mb/s)","Info","Bandwidth"
"9286","620.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9287","620.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9288","620.989957","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9289","620.990215","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9290","620.991993","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9291","620.992251","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9292","620.992541","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9293","620.994574","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9294","621.056000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2742, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9295","621.158400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2743, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9296","621.260800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2744, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9297","621.363200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2745, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9298","621.465600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2746, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9299","621.568000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2747, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9300","621.670400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2748, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9301","621.772800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2749, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9302","621.875200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2750, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9303","621.977600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2751, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9304","621.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9305","621.988367","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9306","621.988625","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9307","621.990403","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9308","621.990661","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9309","621.990891","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9310","621.992924","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9311","621.993958","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9312","621.993968","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9313","622.080000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2754, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9314","622.182400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2755, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9315","622.284800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2756, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9316","622.387200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2757, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9317","622.489600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2758, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9318","622.592000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2759, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9319","622.694400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2760, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9320","622.796800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2761, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9321","622.899200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2762, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9322","622.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9323","622.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9324","622.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9325","622.986173","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9326","622.988206","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9327","622.991840","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9328","622.992098","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9329","622.993896","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9330","622.994154","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9331","623.001600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2765, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9332","623.104000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2766, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9333","623.206400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2767, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9334","623.308800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2768, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9335","623.411200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2769, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9336","623.513600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2770, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9337","623.616000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2771, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9338","623.718400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2772, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9339","623.820800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2773, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9340","623.923200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2774, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9341","623.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9342","623.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9343","623.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9344","623.990017","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9345","623.990275","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9346","623.992053","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9347","623.992311","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9348","623.992701","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9349","623.994734","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9350","624.025600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2777, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9351","624.128000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2778, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9352","624.230400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2779, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9353","624.332800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2780, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9354","624.435200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2781, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9355","624.537600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2782, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9356","624.640000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2783, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9357","624.742400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2784, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9358","624.844800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2785, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9359","624.947200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2786, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9360","624.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9361","624.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9362","624.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9363","624.989437","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9364","624.989695","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9365","624.991573","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9366","624.991831","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9367","624.992581","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9368","624.994614","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9369","625.049600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2789, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9370","625.152000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2790, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9371","625.254400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2791, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9372","625.356800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2792, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9373","625.459200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2793, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9374","625.561600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2794, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9375","625.664000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2795, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9376","625.766400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2796, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9377","625.868800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2797, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9378","625.971200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2798, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9379","625.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9380","625.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9381","625.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9382","625.989477","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9383","625.989735","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9384","625.991853","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9385","625.992111","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9386","625.992801","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9387","625.994834","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9388","626.073600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2801, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9389","626.176000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2802, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9390","626.278400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2803, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9391","626.380800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2804, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9392","626.483200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2805, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9393","626.585600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2806, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9394","626.688000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2807, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9395","626.790400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2808, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9396","626.892800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2809, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9397","626.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9398","626.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9399","626.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9400","626.986773","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9401","626.988806","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9402","626.992480","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9403","626.992738","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9404","626.994516","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9405","626.994774","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9406","626.995476","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2812, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9407","627.097600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2813, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9408","627.200000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2814, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9409","627.302400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2815, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9410","627.404800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2816, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9411","627.507200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2817, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9412","627.609600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2818, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9413","627.712000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2819, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9414","627.814400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2820, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9415","627.916800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2821, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9416","627.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9417","627.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9418","627.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9419","627.989417","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9420","627.989675","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9421","627.991613","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9422","627.991871","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9423","627.991981","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9424","627.994014","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9425","628.019200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2824, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9426","628.121600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2825, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9427","628.224000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2826, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9428","628.326400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2827, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9429","628.428800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2828, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9430","628.531200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2829, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9431","628.633600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2830, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9432","628.736000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2831, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9433","628.838400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2832, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9434","628.940800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2833, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9435","628.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9436","628.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9437","628.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9438","628.986753","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9439","628.988786","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9440","628.992200","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9441","628.992458","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9442","628.994236","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9443","628.994494","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9444","629.043200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2836, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9445","629.145600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2837, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9446","629.248000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2838, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9447","629.350400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2839, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9448","629.452800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2840, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9449","629.555200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2841, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9450","629.657600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2842, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9451","629.760000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2843, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9452","629.862400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2844, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9453","629.964800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2845, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9454","629.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9455","629.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9456","629.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9457","629.986633","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9458","629.988666","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9459","629.992120","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9460","629.992378","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9461","629.994156","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9462","629.994414","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9463","630.067200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2848, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9464","630.169600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2849, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9465","630.272000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2850, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9466","630.374400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2851, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9467","630.476800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2852, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9468","630.579200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2853, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9469","630.681600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2854, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9470","630.784000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2855, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9471","630.886400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2856, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9472","630.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9473","630.985725","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"9474","630.985735","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9475","630.989577","192.168.239.4","192.168.239.1","UDP","2112","","49153  >  9 Len=2048","2112"
"9476","630.989835","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9477","630.990537","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2858, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9478","630.992315","192.168.239.1","192.168.239.4","UDP","2112","","9  >  49153 Len=2048","2112"
"9479","630.992573","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9480","630.993143","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"9481","630.995176","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"9482","631.091200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2860, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9483","631.193600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2861, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9484","631.296000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2862, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"9485","631.398400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=2863, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
