No.,Time,Length,Device IP,Day
2511,0 days 00:02:40.770417949,86,192.168.239.95,1
2512,0 days 00:02:40.770449130,117,192.168.239.7,1
2513,0 days 00:02:40.772522217,86,192.168.239.95,1
2514,0 days 00:02:40.772522309,2622,192.168.239.95,1
2515,0 days 00:02:40.772552817,86,192.168.239.95,1
2516,0 days 00:02:40.772842067,2622,192.168.239.95,1
2517,0 days 00:02:40.772842093,2622,192.168.239.95,1
2518,0 days 00:02:40.772842108,2622,192.168.239.95,1
2519,0 days 00:02:40.772958800,86,192.168.239.95,1
2520,0 days 00:02:40.773056340,2622,192.168.239.95,1
2521,0 days 00:02:40.773056357,2622,192.168.239.95,1
2522,0 days 00:02:40.773125037,86,192.168.239.95,1
2523,0 days 00:02:40.776844449,2622,192.168.239.7,1
2524,0 days 00:02:40.776954267,86,192.168.239.95,1
2525,0 days 00:02:40.784122299,2622,192.168.239.95,1
2526,0 days 00:02:40.784240767,86,192.168.239.95,1
2527,0 days 00:02:40.790749742,2622,192.168.239.95,1
2528,0 days 00:02:40.790850394,86,192.168.239.95,1
2529,0 days 00:02:40.796639596,2622,192.168.239.95,1
2530,0 days 00:02:40.796744263,86,192.168.239.95,1
2531,0 days 00:02:40.801668904,2622,192.168.239.95,1
2532,0 days 00:02:40.801788522,86,192.168.239.95,1
2533,0 days 00:02:40.808467420,2622,192.168.239.95,1
2534,0 days 00:02:40.808540507,86,192.168.239.95,1
2535,0 days 00:02:40.814819518,2622,192.168.239.67,1
2536,0 days 00:02:40.814925086,86,192.168.239.95,1
2537,0 days 00:02:40.822968933,2622,192.168.239.95,1
2538,0 days 00:02:40.823085703,86,192.168.239.95,1
2539,0 days 00:02:40.973414074,2622,192.168.239.95,1
2540,0 days 00:02:40.973414195,1354,192.168.239.95,1
2541,0 days 00:02:40.973414210,2622,192.168.239.95,1
2542,0 days 00:02:40.973414225,2622,192.168.239.95,1
2543,0 days 00:02:40.973554632,86,192.168.239.95,1
2544,0 days 00:02:40.974771543,2622,192.168.239.95,1
2545,0 days 00:02:40.974771594,2622,192.168.239.67,1
2546,0 days 00:02:40.974771610,2622,192.168.239.95,1
2547,0 days 00:02:40.974771626,2622,192.168.239.95,1
2548,0 days 00:02:40.974778280,86,192.168.239.95,1
2549,0 days 00:02:40.974783965,86,192.168.239.95,1
2550,0 days 00:02:40.974785892,86,192.168.239.95,1
2551,0 days 00:02:40.974788392,86,192.168.239.95,1
2552,0 days 00:02:40.978339061,2622,192.168.239.95,1
2553,0 days 00:02:40.978344264,86,192.168.239.95,1
2554,0 days 00:02:40.985870099,1354,192.168.239.95,1
2555,0 days 00:02:40.986598468,1354,192.168.239.95,1
2556,0 days 00:02:40.986602813,86,192.168.239.95,1
2557,0 days 00:02:40.992763884,874,192.168.239.7,1
2558,0 days 00:02:40.999971751,154,192.168.239.7,1
2559,0 days 00:02:41.000024138,1470,192.168.239.7,1
2560,0 days 00:02:41.034519650,86,192.168.239.95,1
2561,0 days 00:02:41.078400594,86,192.168.239.95,1
2562,0 days 00:02:41.078423465,232,192.168.239.67,1
2563,0 days 00:02:41.078431092,148,192.168.239.7,1
2564,0 days 00:02:41.078532217,86,192.168.239.95,1
2565,0 days 00:02:41.485109739,86,192.168.239.95,1
2566,0 days 00:02:41.485109873,197,192.168.239.67,1
2567,0 days 00:02:41.485684913,161,192.168.239.67,1
2568,0 days 00:02:41.485705876,1470,192.168.239.7,1
2569,0 days 00:02:41.526552460,86,192.168.239.95,1
2570,0 days 00:02:41.792263519,86,192.168.239.95,1
2571,0 days 00:02:41.825371324,86,192.168.239.95,1
2572,0 days 00:02:41.830200523,86,192.168.239.95,1
2573,0 days 00:02:41.847328084,202,192.168.239.12,1
2574,0 days 00:02:41.857028549,95,192.168.239.7,1
2575,0 days 00:02:41.868268815,740,192.168.239.7,1
2576,0 days 00:02:41.868268846,124,192.168.239.7,1
2577,0 days 00:02:41.868402431,86,192.168.239.95,1
2578,0 days 00:02:41.869228763,128,192.168.239.7,1
2579,0 days 00:02:41.869807898,177,192.168.239.7,1
2580,0 days 00:02:42.100317145,2502,192.168.239.95,1
2581,0 days 00:02:42.100337349,86,192.168.239.95,1
2582,0 days 00:02:42.100775493,1294,192.168.239.95,1
2583,0 days 00:02:42.100775552,3710,192.168.239.95,1
2584,0 days 00:02:42.100775568,3710,192.168.239.95,1
2585,0 days 00:02:42.100775581,1294,192.168.239.95,1
2586,0 days 00:02:42.100782907,86,192.168.239.95,1
2587,0 days 00:02:42.100792371,86,192.168.239.95,1
2588,0 days 00:02:42.100809569,86,192.168.239.95,1
2589,0 days 00:02:42.100812026,86,192.168.239.95,1
2590,0 days 00:02:42.102862683,2502,192.168.239.95,1
2591,0 days 00:02:42.102862759,3710,192.168.239.67,1
2592,0 days 00:02:42.102862786,1294,192.168.239.95,1
2593,0 days 00:02:42.102869832,86,192.168.239.95,1
2594,0 days 00:02:42.102875836,86,192.168.239.95,1
2595,0 days 00:02:42.102878442,86,192.168.239.95,1
2596,0 days 00:02:42.103157965,2502,192.168.239.95,1
2597,0 days 00:02:42.103162688,86,192.168.239.95,1
2598,0 days 00:02:42.108466257,3710,192.168.239.95,1
2599,0 days 00:02:42.108466311,3710,192.168.239.95,1
2600,0 days 00:02:42.108466326,3710,192.168.239.95,1
2601,0 days 00:02:42.108474725,86,192.168.239.95,1
2602,0 days 00:02:42.108482349,86,192.168.239.95,1
2603,0 days 00:02:42.108486836,86,192.168.239.95,1
2604,0 days 00:02:42.108499084,3710,192.168.239.7,1
2605,0 days 00:02:42.108499120,3710,192.168.239.95,1
2606,0 days 00:02:42.108499141,3710,192.168.239.95,1
2607,0 days 00:02:42.108502217,86,192.168.239.95,1
2608,0 days 00:02:42.108506306,86,192.168.239.95,1
2609,0 days 00:02:42.108510096,86,192.168.239.95,1
2610,0 days 00:02:42.108518828,3710,192.168.239.95,1
2611,0 days 00:02:42.108518854,3710,192.168.239.7,1
2612,0 days 00:02:42.108518873,3710,192.168.239.95,1
2613,0 days 00:02:42.108522009,86,192.168.239.95,1
2614,0 days 00:02:42.108524615,86,192.168.239.95,1
2615,0 days 00:02:42.108526851,86,192.168.239.95,1
2616,0 days 00:02:42.108538865,3710,192.168.239.95,1
2617,0 days 00:02:42.108538885,3710,192.168.239.95,1
2618,0 days 00:02:42.108538902,3710,192.168.239.95,1
2619,0 days 00:02:42.108542203,86,192.168.239.95,1
2620,0 days 00:02:42.108544667,86,192.168.239.95,1
2621,0 days 00:02:42.108552004,86,192.168.239.95,1
2622,0 days 00:02:42.108557786,3710,192.168.239.67,1
2623,0 days 00:02:42.108557804,3710,192.168.239.95,1
2624,0 days 00:02:42.108557823,3710,192.168.239.95,1
2625,0 days 00:02:42.108560907,86,192.168.239.95,1
2626,0 days 00:02:42.108563443,86,192.168.239.95,1
2627,0 days 00:02:42.108565818,86,192.168.239.95,1
2628,0 days 00:02:42.108577001,3710,192.168.239.95,1
2629,0 days 00:02:42.108577020,3710,192.168.239.7,1
2630,0 days 00:02:42.108577040,3710,192.168.239.95,1
2631,0 days 00:02:42.108580027,86,192.168.239.95,1
2632,0 days 00:02:42.108582656,86,192.168.239.95,1
2633,0 days 00:02:42.108585003,86,192.168.239.95,1
2634,0 days 00:02:42.108597938,3710,192.168.239.95,1
2635,0 days 00:02:42.108597959,3710,192.168.239.95,1
2636,0 days 00:02:42.108597977,3710,192.168.239.95,1
2637,0 days 00:02:42.108600977,86,192.168.239.95,1
2638,0 days 00:02:42.108605701,86,192.168.239.95,1
2639,0 days 00:02:42.108608433,86,192.168.239.95,1
2640,0 days 00:02:42.108614459,3710,192.168.239.7,1
2641,0 days 00:02:42.108614478,3710,192.168.239.95,1
2642,0 days 00:02:42.108614496,3710,192.168.239.95,1
2643,0 days 00:02:42.108617089,86,192.168.239.95,1
2644,0 days 00:02:42.108619424,86,192.168.239.95,1
2645,0 days 00:02:42.108621446,86,192.168.239.95,1
2646,0 days 00:02:42.108634895,3710,192.168.239.95,1
2647,0 days 00:02:42.108634917,3710,192.168.239.67,1
2648,0 days 00:02:42.108634938,3710,192.168.239.95,1
2649,0 days 00:02:42.108637914,86,192.168.239.95,1
2650,0 days 00:02:42.108640651,86,192.168.239.95,1
2651,0 days 00:02:42.108643626,86,192.168.239.95,1
2652,0 days 00:02:42.108655243,3710,192.168.239.95,1
2653,0 days 00:02:42.108655259,3710,192.168.239.95,1
2654,0 days 00:02:42.108655278,3710,192.168.239.95,1
2655,0 days 00:02:42.108658152,86,192.168.239.95,1
2656,0 days 00:02:42.108660315,86,192.168.239.95,1
2657,0 days 00:02:42.108662608,86,192.168.239.95,1
2658,0 days 00:02:42.108673771,3710,192.168.239.7,1
2659,0 days 00:02:42.108673785,3710,192.168.239.95,1
2660,0 days 00:02:42.108673805,3710,192.168.239.95,1
2661,0 days 00:02:42.108678203,86,192.168.239.95,1
2662,0 days 00:02:42.108681393,86,192.168.239.95,1
2663,0 days 00:02:42.108684031,86,192.168.239.95,1
2664,0 days 00:02:42.108691860,3710,192.168.239.95,1
2665,0 days 00:02:42.108693766,86,192.168.239.95,1
2666,0 days 00:02:42.117168142,3710,192.168.239.7,1
2667,0 days 00:02:42.117168195,3710,192.168.239.95,1
2668,0 days 00:02:42.117168210,3710,192.168.239.95,1
2669,0 days 00:02:42.117175948,86,192.168.239.95,1
2670,0 days 00:02:42.117202527,86,192.168.239.95,1
2671,0 days 00:02:42.117219965,86,192.168.239.95,1
2672,0 days 00:02:42.117228715,3710,192.168.239.95,1
2673,0 days 00:02:42.117228749,3710,192.168.239.95,1
2674,0 days 00:02:42.117228769,3710,192.168.239.67,1
2675,0 days 00:02:42.117231704,86,192.168.239.95,1
2676,0 days 00:02:42.117234272,86,192.168.239.95,1
2677,0 days 00:02:42.117236474,86,192.168.239.95,1
2678,0 days 00:02:42.117244759,3710,192.168.239.95,1
2679,0 days 00:02:42.117244780,3710,192.168.239.95,1
2680,0 days 00:02:42.117244796,3710,192.168.239.95,1
2681,0 days 00:02:42.117247444,86,192.168.239.95,1
2682,0 days 00:02:42.117249204,86,192.168.239.95,1
2683,0 days 00:02:42.117251103,86,192.168.239.95,1
2684,0 days 00:02:42.117256970,3710,192.168.239.7,1
2685,0 days 00:02:42.117256985,3710,192.168.239.95,1
2686,0 days 00:02:42.117257001,3710,192.168.239.95,1
2687,0 days 00:02:42.117259650,86,192.168.239.95,1
2688,0 days 00:02:42.117261455,86,192.168.239.95,1
2689,0 days 00:02:42.117263087,86,192.168.239.95,1
2690,0 days 00:02:42.117270244,3710,192.168.239.95,1
2691,0 days 00:02:42.117270332,1294,192.168.239.95,1
2692,0 days 00:02:42.117271894,86,192.168.239.95,1
2693,0 days 00:02:42.126306429,2502,192.168.239.95,1
2694,0 days 00:02:42.126306482,3710,192.168.239.7,1
2695,0 days 00:02:42.126306496,3710,192.168.239.95,1
2696,0 days 00:02:42.126313097,86,192.168.239.95,1
2697,0 days 00:02:42.126318255,86,192.168.239.95,1
2698,0 days 00:02:42.126320006,86,192.168.239.95,1
2699,0 days 00:02:42.126329190,3710,192.168.239.95,1
2700,0 days 00:02:42.126329216,1294,192.168.239.95,1
2701,0 days 00:02:42.126329234,1294,192.168.239.95,1
2702,0 days 00:02:42.126329252,1294,192.168.239.95,1
2703,0 days 00:02:42.126329268,3710,192.168.239.7,1
2704,0 days 00:02:42.126333621,86,192.168.239.95,1
2705,0 days 00:02:42.126350527,98,192.168.239.95,1
2706,0 days 00:02:42.126353121,86,192.168.239.95,1
2707,0 days 00:02:42.126355384,86,192.168.239.95,1
2708,0 days 00:02:42.126364810,3710,192.168.239.95,1
2709,0 days 00:02:42.126364824,3710,192.168.239.95,1
2710,0 days 00:02:42.126364841,3710,192.168.239.95,1
2711,0 days 00:02:42.126370983,86,192.168.239.95,1
2712,0 days 00:02:42.126373832,86,192.168.239.95,1
2713,0 days 00:02:42.126376164,86,192.168.239.95,1
2714,0 days 00:02:42.126386521,3710,192.168.239.95,1
2715,0 days 00:02:42.126386537,3710,192.168.239.7,1
2716,0 days 00:02:42.126386553,3710,192.168.239.95,1
2717,0 days 00:02:42.126389499,86,192.168.239.95,1
2718,0 days 00:02:42.126391263,86,192.168.239.95,1
2719,0 days 00:02:42.126393167,86,192.168.239.95,1
2720,0 days 00:02:42.126402298,3710,192.168.239.95,1
2721,0 days 00:02:42.126402312,3710,192.168.239.95,1
2722,0 days 00:02:42.126402329,3710,192.168.239.7,1
2723,0 days 00:02:42.126408013,86,192.168.239.95,1
2724,0 days 00:02:42.126411153,86,192.168.239.95,1
2725,0 days 00:02:42.126413651,86,192.168.239.95,1
2726,0 days 00:02:42.126422339,3710,192.168.239.95,1
2727,0 days 00:02:42.126422354,3710,192.168.239.95,1
2728,0 days 00:02:42.126422371,3710,192.168.239.95,1
2729,0 days 00:02:42.126426398,86,192.168.239.95,1
2730,0 days 00:02:42.126428643,86,192.168.239.95,1
2731,0 days 00:02:42.126430767,86,192.168.239.95,1
2732,0 days 00:02:42.126440764,3710,192.168.239.95,1
2733,0 days 00:02:42.126440780,3710,192.168.239.67,1
2734,0 days 00:02:42.126440796,3710,192.168.239.95,1
2735,0 days 00:02:42.126444057,86,192.168.239.95,1
2736,0 days 00:02:42.126446211,86,192.168.239.95,1
2737,0 days 00:02:42.126448553,86,192.168.239.95,1
2738,0 days 00:02:42.126457113,3710,192.168.239.95,1
2739,0 days 00:02:42.126457128,3710,192.168.239.95,1
2740,0 days 00:02:42.126457144,3710,192.168.239.7,1
2741,0 days 00:02:42.126460831,86,192.168.239.95,1
2742,0 days 00:02:42.126462674,86,192.168.239.95,1
2743,0 days 00:02:42.126465326,86,192.168.239.95,1
2744,0 days 00:02:42.126473942,3710,192.168.239.95,1
2745,0 days 00:02:42.126473958,3710,192.168.239.95,1
2746,0 days 00:02:42.126473973,3710,192.168.239.95,1
2747,0 days 00:02:42.126476776,86,192.168.239.95,1
2748,0 days 00:02:42.126479278,86,192.168.239.95,1
2749,0 days 00:02:42.126481142,86,192.168.239.95,1
2750,0 days 00:02:42.126490312,3710,192.168.239.95,1
2751,0 days 00:02:42.126490329,3710,192.168.239.7,1
2752,0 days 00:02:42.126490343,3710,192.168.239.95,1
2753,0 days 00:02:42.126493616,86,192.168.239.95,1
2754,0 days 00:02:42.126495611,86,192.168.239.95,1
2755,0 days 00:02:42.126497820,86,192.168.239.95,1
2756,0 days 00:02:42.126505729,3710,192.168.239.95,1
2757,0 days 00:02:42.126505745,3710,192.168.239.95,1
2758,0 days 00:02:42.126505761,3710,192.168.239.67,1
2759,0 days 00:02:42.126513944,86,192.168.239.95,1
2760,0 days 00:02:42.126517323,3710,192.168.239.95,1
2761,0 days 00:02:42.126517340,3710,192.168.239.95,1
2762,0 days 00:02:42.126517355,3710,192.168.239.95,1
2763,0 days 00:02:42.126520893,86,192.168.239.95,1
2764,0 days 00:02:42.126522838,86,192.168.239.95,1
2765,0 days 00:02:42.126524969,86,192.168.239.95,1
2766,0 days 00:02:42.126527170,86,192.168.239.95,1
2767,0 days 00:02:42.126528017,3710,192.168.239.95,1
2768,0 days 00:02:42.126528032,3710,192.168.239.67,1
2769,0 days 00:02:42.126529229,86,192.168.239.95,1
2770,0 days 00:02:42.126528048,3710,192.168.239.95,1
2771,0 days 00:02:42.126532198,86,192.168.239.95,1
2772,0 days 00:02:42.126534071,86,192.168.239.95,1
2773,0 days 00:02:42.126536001,86,192.168.239.95,1
2774,0 days 00:02:42.126538300,3710,192.168.239.95,1
2775,0 days 00:02:42.126538316,3710,192.168.239.95,1
2776,0 days 00:02:42.126538332,3710,192.168.239.67,1
2777,0 days 00:02:42.126542204,86,192.168.239.95,1
2778,0 days 00:02:42.126544426,86,192.168.239.95,1
2779,0 days 00:02:42.126546335,86,192.168.239.95,1
2780,0 days 00:02:42.126550636,3710,192.168.239.95,1
2781,0 days 00:02:42.126552126,86,192.168.239.95,1
2782,0 days 00:02:42.129815894,3710,192.168.239.95,1
2783,0 days 00:02:42.129815947,3710,192.168.239.95,1
2784,0 days 00:02:42.129815965,3710,192.168.239.95,1
2785,0 days 00:02:42.129822910,86,192.168.239.95,1
2786,0 days 00:02:42.129828326,86,192.168.239.95,1
2787,0 days 00:02:42.129830374,86,192.168.239.95,1
2788,0 days 00:02:42.129840944,3710,192.168.239.7,1
2789,0 days 00:02:42.129840970,3710,192.168.239.95,1
2790,0 days 00:02:42.129840991,3710,192.168.239.95,1
2791,0 days 00:02:42.129843842,86,192.168.239.95,1
2792,0 days 00:02:42.129859021,86,192.168.239.95,1
2793,0 days 00:02:42.129860893,86,192.168.239.95,1
2794,0 days 00:02:42.129867358,3710,192.168.239.95,1
2795,0 days 00:02:42.129867382,3710,192.168.239.7,1
2796,0 days 00:02:42.129867398,3710,192.168.239.95,1
2797,0 days 00:02:42.129870494,86,192.168.239.95,1
2798,0 days 00:02:42.129872451,86,192.168.239.95,1
2799,0 days 00:02:42.129874219,86,192.168.239.95,1
2800,0 days 00:02:42.129877912,3710,192.168.239.95,1
2801,0 days 00:02:42.129877929,3710,192.168.239.95,1
2802,0 days 00:02:42.129877946,3710,192.168.239.95,1
2803,0 days 00:02:42.129880520,86,192.168.239.95,1
2804,0 days 00:02:42.129882673,86,192.168.239.95,1
2805,0 days 00:02:42.129884389,86,192.168.239.95,1
2806,0 days 00:02:42.129890479,3710,192.168.239.67,1
2807,0 days 00:02:42.129890495,3710,192.168.239.95,1
2808,0 days 00:02:42.129890512,3710,192.168.239.95,1
2809,0 days 00:02:42.129893315,86,192.168.239.95,1
2810,0 days 00:02:42.129895188,86,192.168.239.95,1
2811,0 days 00:02:42.129897064,86,192.168.239.95,1
2812,0 days 00:02:42.133175728,3710,192.168.239.95,1
2813,0 days 00:02:42.133175783,3710,192.168.239.67,1
2814,0 days 00:02:42.133175799,3710,192.168.239.95,1
2815,0 days 00:02:42.133181817,86,192.168.239.95,1
2816,0 days 00:02:42.133186803,86,192.168.239.95,1
2817,0 days 00:02:42.133188556,86,192.168.239.95,1
2818,0 days 00:02:42.133201708,3710,192.168.239.95,1
2819,0 days 00:02:42.133201736,3710,192.168.239.95,1
2820,0 days 00:02:42.133201758,3710,192.168.239.95,1
2821,0 days 00:02:42.133218936,86,192.168.239.95,1
2822,0 days 00:02:42.133221256,86,192.168.239.95,1
2823,0 days 00:02:42.133223119,86,192.168.239.95,1
2824,0 days 00:02:42.133228910,3710,192.168.239.7,1
2825,0 days 00:02:42.133228931,3710,192.168.239.95,1
2826,0 days 00:02:42.133228945,3710,192.168.239.95,1
2827,0 days 00:02:42.133231796,86,192.168.239.95,1
2828,0 days 00:02:42.133233542,86,192.168.239.95,1
2829,0 days 00:02:42.133235207,86,192.168.239.95,1
2830,0 days 00:02:42.133239967,3710,192.168.239.95,1
2831,0 days 00:02:42.133239983,3710,192.168.239.7,1
2832,0 days 00:02:42.133240,3710,192.168.239.95,1
2833,0 days 00:02:42.133242418,86,192.168.239.95,1
2834,0 days 00:02:42.133244150,86,192.168.239.95,1
2835,0 days 00:02:42.133245853,86,192.168.239.95,1
2836,0 days 00:02:42.133254677,3710,192.168.239.95,1
2837,0 days 00:02:42.133254694,3710,192.168.239.95,1
2838,0 days 00:02:42.133254710,3710,192.168.239.95,1
2839,0 days 00:02:42.133257632,86,192.168.239.95,1
2840,0 days 00:02:42.133259565,86,192.168.239.95,1
2841,0 days 00:02:42.133261732,86,192.168.239.95,1
2842,0 days 00:02:42.133269965,3710,192.168.239.7,1
2843,0 days 00:02:42.133269982,3710,192.168.239.95,1
2844,0 days 00:02:42.133269997,3710,192.168.239.95,1
2845,0 days 00:02:42.133272741,86,192.168.239.95,1
2846,0 days 00:02:42.133274444,86,192.168.239.95,1
2847,0 days 00:02:42.133276207,86,192.168.239.95,1
2848,0 days 00:02:42.133280714,3710,192.168.239.95,1
2849,0 days 00:02:42.133282007,86,192.168.239.95,1
2850,0 days 00:02:42.133606109,3710,192.168.239.95,1
2851,0 days 00:02:42.133606170,3710,192.168.239.67,1
2852,0 days 00:02:42.133614596,86,192.168.239.95,1
2853,0 days 00:02:42.133619381,86,192.168.239.95,1
2854,0 days 00:02:42.140689614,3710,192.168.239.95,1
2855,0 days 00:02:42.140689744,3710,192.168.239.95,1
2856,0 days 00:02:42.140689761,3710,192.168.239.95,1
2857,0 days 00:02:42.140699997,86,192.168.239.95,1
2858,0 days 00:02:42.140708422,86,192.168.239.95,1
2859,0 days 00:02:42.140710496,86,192.168.239.95,1
2860,0 days 00:02:42.140720429,3710,192.168.239.7,1
2861,0 days 00:02:42.140720453,3710,192.168.239.95,1
2862,0 days 00:02:42.140720477,3710,192.168.239.95,1
2863,0 days 00:02:42.140723447,86,192.168.239.95,1
2864,0 days 00:02:42.140725418,86,192.168.239.95,1
2865,0 days 00:02:42.140727660,86,192.168.239.95,1
2866,0 days 00:02:42.140736870,3710,192.168.239.95,1
2867,0 days 00:02:42.140736890,3710,192.168.239.95,1
2868,0 days 00:02:42.140736908,3710,192.168.239.67,1
2869,0 days 00:02:42.140740133,86,192.168.239.95,1
2870,0 days 00:02:42.140742446,86,192.168.239.95,1
2871,0 days 00:02:42.140744287,86,192.168.239.95,1
2872,0 days 00:02:42.141635879,2502,192.168.239.95,1
2873,0 days 00:02:42.141641187,86,192.168.239.95,1
2874,0 days 00:02:42.142114428,1294,192.168.239.95,1
2875,0 days 00:02:42.142114455,3710,192.168.239.95,1
2876,0 days 00:02:42.142114474,3710,192.168.239.95,1
2877,0 days 00:02:42.142121112,86,192.168.239.95,1
2878,0 days 00:02:42.142123588,86,192.168.239.95,1
2879,0 days 00:02:42.142888837,3710,192.168.239.67,1
2880,0 days 00:02:42.142893558,86,192.168.239.95,1
2881,0 days 00:02:42.143863394,3710,192.168.239.95,1
2882,0 days 00:02:42.143869654,86,192.168.239.95,1
2883,0 days 00:02:42.146494003,3710,192.168.239.95,1
2884,0 days 00:02:42.146494064,1294,192.168.239.95,1
2885,0 days 00:02:42.146499408,86,192.168.239.95,1
2886,0 days 00:02:42.147120430,2502,192.168.239.95,1
2887,0 days 00:02:42.147120485,3710,192.168.239.95,1
2888,0 days 00:02:42.147120500,3710,192.168.239.67,1
2889,0 days 00:02:42.147126349,86,192.168.239.95,1
2890,0 days 00:02:42.147131206,86,192.168.239.95,1
2891,0 days 00:02:42.147132903,86,192.168.239.95,1
2892,0 days 00:02:42.148025290,2502,192.168.239.95,1
2893,0 days 00:02:42.148029751,86,192.168.239.95,1
2894,0 days 00:02:42.148152090,1294,192.168.239.95,1
2895,0 days 00:02:42.148152140,1294,192.168.239.95,1
2896,0 days 00:02:42.148158845,86,192.168.239.95,1
2897,0 days 00:02:42.149735681,2502,192.168.239.95,1
2898,0 days 00:02:42.149735740,3710,192.168.239.95,1
2899,0 days 00:02:42.149743100,86,192.168.239.95,1
2900,0 days 00:02:42.149751442,86,192.168.239.95,1
2901,0 days 00:02:42.152813764,3710,192.168.239.7,1
2902,0 days 00:02:42.152813819,3710,192.168.239.95,1
2903,0 days 00:02:42.152813833,2502,192.168.239.95,1
2904,0 days 00:02:42.152819575,86,192.168.239.95,1
2905,0 days 00:02:42.152824737,86,192.168.239.95,1
2906,0 days 00:02:42.152826652,86,192.168.239.95,1
2907,0 days 00:02:42.153122940,1294,192.168.239.95,1
2908,0 days 00:02:42.153122990,2502,192.168.239.95,1
2909,0 days 00:02:42.153130187,86,192.168.239.95,1
2910,0 days 00:02:42.154114342,1294,192.168.239.95,1
2911,0 days 00:02:42.154114380,1294,192.168.239.95,1
2912,0 days 00:02:42.154122089,86,192.168.239.95,1
2913,0 days 00:02:42.155233203,2502,192.168.239.95,1
2914,0 days 00:02:42.155233264,3710,192.168.239.7,1
2915,0 days 00:02:42.155238783,86,192.168.239.95,1
2916,0 days 00:02:42.155243558,86,192.168.239.95,1
2917,0 days 00:02:42.157646701,3710,192.168.239.95,1
2918,0 days 00:02:42.157646755,3710,192.168.239.95,1
2919,0 days 00:02:42.157646770,3710,192.168.239.95,1
2920,0 days 00:02:42.157652871,86,192.168.239.95,1
2921,0 days 00:02:42.157658099,86,192.168.239.95,1
2922,0 days 00:02:42.157659791,86,192.168.239.95,1
2923,0 days 00:02:42.166125240,3710,192.168.239.67,1
2924,0 days 00:02:42.166125295,3710,192.168.239.95,1
2925,0 days 00:02:42.166125309,3710,192.168.239.95,1
2926,0 days 00:02:42.166131174,86,192.168.239.95,1
2927,0 days 00:02:42.166136225,86,192.168.239.95,1
2928,0 days 00:02:42.166137969,86,192.168.239.95,1
2929,0 days 00:02:42.166146666,3710,192.168.239.95,1
2930,0 days 00:02:42.166146690,3710,192.168.239.95,1
2931,0 days 00:02:42.166146708,3710,192.168.239.7,1
2932,0 days 00:02:42.166149624,86,192.168.239.95,1
2933,0 days 00:02:42.166152907,86,192.168.239.95,1
2934,0 days 00:02:42.166168462,86,192.168.239.95,1
2935,0 days 00:02:42.166174172,3710,192.168.239.95,1
2936,0 days 00:02:42.166174191,2502,192.168.239.95,1
2937,0 days 00:02:42.166176433,86,192.168.239.95,1
2938,0 days 00:02:42.166178108,86,192.168.239.95,1
2939,0 days 00:02:42.166720474,1294,192.168.239.95,1
2940,0 days 00:02:42.166720519,3710,192.168.239.95,1
2941,0 days 00:02:42.166727793,86,192.168.239.95,1
2942,0 days 00:02:42.167003964,1294,192.168.239.95,1
2943,0 days 00:02:42.173314330,86,192.168.239.95,1
2944,0 days 00:02:42.210373164,86,192.168.239.95,1
2945,0 days 00:02:42.250048988,2502,192.168.239.7,1
2946,0 days 00:02:42.250067815,86,192.168.239.95,1
2947,0 days 00:02:42.254517394,2502,192.168.239.95,1
2948,0 days 00:02:42.254522203,86,192.168.239.95,1
2949,0 days 00:02:42.255404323,2502,192.168.239.95,1
2950,0 days 00:02:42.255409080,86,192.168.239.95,1
2951,0 days 00:02:42.256565568,2502,192.168.239.95,1
2952,0 days 00:02:42.256571139,86,192.168.239.95,1
2953,0 days 00:02:42.256743632,1294,192.168.239.95,1
2954,0 days 00:02:42.259025090,1294,192.168.239.95,1
2955,0 days 00:02:42.259029462,86,192.168.239.95,1
2956,0 days 00:02:42.280618997,2502,192.168.239.95,1
2957,0 days 00:02:42.280619040,2502,192.168.239.95,1
2958,0 days 00:02:42.280624341,86,192.168.239.95,1
2959,0 days 00:02:42.280631233,86,192.168.239.95,1
2960,0 days 00:02:42.289755302,1294,192.168.239.95,1
2961,0 days 00:02:42.289756001,1294,192.168.239.67,1
2962,0 days 00:02:42.289769550,86,192.168.239.95,1
2963,0 days 00:02:42.292526685,3710,192.168.239.95,1
2964,0 days 00:02:42.292526745,3710,192.168.239.95,1
2965,0 days 00:02:42.292526761,3710,192.168.239.95,1
2966,0 days 00:02:42.292533890,86,192.168.239.95,1
2967,0 days 00:02:42.292540835,86,192.168.239.95,1
2968,0 days 00:02:42.292542799,86,192.168.239.95,1
2969,0 days 00:02:42.292554130,3710,192.168.239.95,1
2970,0 days 00:02:42.292554159,3710,192.168.239.7,1
2971,0 days 00:02:42.292554181,3710,192.168.239.95,1
2972,0 days 00:02:42.292571441,86,192.168.239.95,1
2973,0 days 00:02:42.292573711,86,192.168.239.95,1
2974,0 days 00:02:42.292576048,86,192.168.239.95,1
2975,0 days 00:02:42.292724121,2502,192.168.239.95,1
2976,0 days 00:02:42.292728967,86,192.168.239.95,1
2977,0 days 00:02:42.293819766,2502,192.168.239.95,1
2978,0 days 00:02:42.293819822,3710,192.168.239.95,1
2979,0 days 00:02:42.293819836,3710,192.168.239.67,1
2980,0 days 00:02:42.293825476,86,192.168.239.95,1
2981,0 days 00:02:42.293830617,86,192.168.239.95,1
2982,0 days 00:02:42.293832238,86,192.168.239.95,1
2983,0 days 00:02:42.296381435,3710,192.168.239.95,1
2984,0 days 00:02:42.296386264,86,192.168.239.95,1
