No.,Time,Length,Device IP,Day
19621,0 days 00:07:04.108541624,2662,192.168.239.67,2
19622,0 days 00:07:04.108633202,86,192.168.239.95,2
19623,0 days 00:07:04.109165638,1374,192.168.239.67,2
19624,0 days 00:07:04.109985428,1374,192.168.239.95,2
19625,0 days 00:07:04.110014784,86,192.168.239.95,2
19626,0 days 00:07:04.110810610,1374,192.168.239.67,2
19627,0 days 00:07:04.112439643,1374,192.168.239.67,2
19628,0 days 00:07:04.112564192,86,192.168.239.95,2
19629,0 days 00:07:04.112620351,2662,192.168.239.7,2
19630,0 days 00:07:04.112630114,86,192.168.239.95,2
19631,0 days 00:07:04.113389579,2662,192.168.239.67,2
19632,0 days 00:07:04.113432503,86,192.168.239.95,2
19633,0 days 00:07:04.114087796,2662,192.168.239.7,2
19634,0 days 00:07:04.114125555,86,192.168.239.95,2
19635,0 days 00:07:04.114419107,86,192.168.239.95,2
19636,0 days 00:07:04.117593692,2662,192.168.239.7,2
19637,0 days 00:07:04.117690491,1374,192.168.239.7,2
19638,0 days 00:07:04.117702171,86,192.168.239.95,2
19639,0 days 00:07:04.118222105,1374,192.168.239.7,2
19640,0 days 00:07:04.118287159,1374,192.168.239.67,2
19641,0 days 00:07:04.118292628,86,192.168.239.95,2
19642,0 days 00:07:04.118969646,1374,192.168.239.67,2
19643,0 days 00:07:04.119733817,2662,192.168.239.67,2
19644,0 days 00:07:04.119898137,86,192.168.239.95,2
19645,0 days 00:07:04.122769009,2662,192.168.239.67,2
19646,0 days 00:07:04.122984425,86,192.168.239.95,2
19647,0 days 00:07:04.123305236,2662,192.168.239.67,2
19648,0 days 00:07:04.123373594,86,192.168.239.95,2
19649,0 days 00:07:04.123411615,1374,192.168.239.67,2
19650,0 days 00:07:04.124252053,1374,192.168.239.67,2
19651,0 days 00:07:04.124252118,2662,192.168.239.67,2
19652,0 days 00:07:04.124292598,86,192.168.239.95,2
19653,0 days 00:07:04.124989873,2662,192.168.239.67,2
19654,0 days 00:07:04.125025281,86,192.168.239.95,2
19655,0 days 00:07:04.127652152,2662,192.168.239.67,2
19656,0 days 00:07:04.127751020,1374,192.168.239.7,2
19657,0 days 00:07:04.127767421,86,192.168.239.95,2
19658,0 days 00:07:04.128308003,1374,192.168.239.7,2
19659,0 days 00:07:04.128908633,1374,192.168.239.67,2
19660,0 days 00:07:04.128921212,86,192.168.239.95,2
19661,0 days 00:07:04.129840481,1374,192.168.239.7,2
19662,0 days 00:07:04.130434952,1374,192.168.239.7,2
19663,0 days 00:07:04.130534688,86,192.168.239.95,2
19664,0 days 00:07:04.131502680,1374,192.168.239.7,2
19665,0 days 00:07:04.132576191,2662,192.168.239.7,2
19666,0 days 00:07:04.132588584,86,192.168.239.95,2
19667,0 days 00:07:04.132719653,2662,192.168.239.67,2
19668,0 days 00:07:04.132725473,86,192.168.239.95,2
19669,0 days 00:07:04.133399389,2662,192.168.239.95,2
19670,0 days 00:07:04.133409311,86,192.168.239.95,2
19671,0 days 00:07:04.134790718,1374,192.168.239.95,2
19672,0 days 00:07:04.134904536,1374,192.168.239.95,2
19673,0 days 00:07:04.134912683,86,192.168.239.95,2
19674,0 days 00:07:04.137773488,2662,192.168.239.95,2
19675,0 days 00:07:04.137794989,1374,192.168.239.95,2
19676,0 days 00:07:04.137821362,86,192.168.239.95,2
19677,0 days 00:07:04.144170222,1374,192.168.239.95,2
19678,0 days 00:07:04.144170346,1374,192.168.239.95,2
19679,0 days 00:07:04.144271188,86,192.168.239.95,2
19680,0 days 00:07:04.144651022,1374,192.168.239.95,2
19681,0 days 00:07:04.144651077,2662,192.168.239.95,2
19682,0 days 00:07:04.144651092,2662,192.168.239.95,2
19683,0 days 00:07:04.144651105,2662,192.168.239.95,2
19684,0 days 00:07:04.144651120,2662,192.168.239.95,2
19685,0 days 00:07:04.144763730,1374,192.168.239.95,2
19686,0 days 00:07:04.144785491,86,192.168.239.95,2
19687,0 days 00:07:04.145531760,1374,192.168.239.95,2
19688,0 days 00:07:04.146537885,2662,192.168.239.95,2
19689,0 days 00:07:04.146627142,86,192.168.239.95,2
19690,0 days 00:07:04.147757406,2662,192.168.239.7,2
19691,0 days 00:07:04.147866974,86,192.168.239.95,2
19692,0 days 00:07:04.148242688,1374,192.168.239.67,2
19693,0 days 00:07:04.149171848,1374,192.168.239.67,2
19694,0 days 00:07:04.149215664,86,192.168.239.95,2
19695,0 days 00:07:04.149726965,1374,192.168.239.67,2
19696,0 days 00:07:04.150481645,1374,192.168.239.67,2
19697,0 days 00:07:04.150547735,86,192.168.239.95,2
19698,0 days 00:07:04.151453034,2662,192.168.239.67,2
19699,0 days 00:07:04.151571954,86,192.168.239.95,2
19700,0 days 00:07:04.159246665,2662,192.168.239.67,2
19701,0 days 00:07:04.159431788,86,192.168.239.95,2
19702,0 days 00:07:04.159616425,2662,192.168.239.7,2
19703,0 days 00:07:04.159616562,2662,192.168.239.7,2
19704,0 days 00:07:04.159616602,2662,192.168.239.7,2
19705,0 days 00:07:04.159616638,2662,192.168.239.67,2
19706,0 days 00:07:04.159722803,86,192.168.239.95,2
19707,0 days 00:07:04.159749911,2662,192.168.239.7,2
19708,0 days 00:07:04.159764461,86,192.168.239.95,2
19709,0 days 00:07:04.160272006,2662,192.168.239.67,2
19710,0 days 00:07:04.160334336,86,192.168.239.95,2
19711,0 days 00:07:04.160450812,2662,192.168.239.7,2
19712,0 days 00:07:04.160470450,86,192.168.239.95,2
19713,0 days 00:07:04.162999205,2662,192.168.239.7,2
19714,0 days 00:07:04.163114590,2662,192.168.239.7,2
19715,0 days 00:07:04.163156548,86,192.168.239.95,2
19716,0 days 00:07:04.163727188,2662,192.168.239.7,2
19717,0 days 00:07:04.163851752,86,192.168.239.95,2
19718,0 days 00:07:04.163904987,2662,192.168.239.7,2
19719,0 days 00:07:04.163999919,86,192.168.239.95,2
19720,0 days 00:07:04.169775909,2662,192.168.239.67,2
19721,0 days 00:07:04.169894607,86,192.168.239.95,2
19722,0 days 00:07:04.171942411,2662,192.168.239.7,2
19723,0 days 00:07:04.171942674,2662,192.168.239.67,2
19724,0 days 00:07:04.171942716,2662,192.168.239.67,2
19725,0 days 00:07:04.171942755,2662,192.168.239.67,2
19726,0 days 00:07:04.171994172,2662,192.168.239.67,2
19727,0 days 00:07:04.172156222,86,192.168.239.95,2
19728,0 days 00:07:04.173008645,2662,192.168.239.7,2
19729,0 days 00:07:04.173132069,2662,192.168.239.67,2
19730,0 days 00:07:04.173148343,86,192.168.239.95,2
19731,0 days 00:07:04.173190386,86,192.168.239.95,2
19732,0 days 00:07:04.173983981,2662,192.168.239.7,2
19733,0 days 00:07:04.174013564,86,192.168.239.95,2
19734,0 days 00:07:04.177327118,2662,192.168.239.67,2
19735,0 days 00:07:04.177427326,2662,192.168.239.7,2
19736,0 days 00:07:04.177427395,2662,192.168.239.67,2
19737,0 days 00:07:04.177527870,86,192.168.239.95,2
19738,0 days 00:07:04.178010627,2662,192.168.239.7,2
19739,0 days 00:07:04.178049247,86,192.168.239.95,2
19740,0 days 00:07:04.178156404,2662,192.168.239.7,2
19741,0 days 00:07:04.178173487,86,192.168.239.95,2
19742,0 days 00:07:04.178813003,1374,192.168.239.7,2
19743,0 days 00:07:04.178922177,1374,192.168.239.7,2
19744,0 days 00:07:04.178961073,86,192.168.239.95,2
19745,0 days 00:07:04.179616961,1374,192.168.239.7,2
19746,0 days 00:07:04.180172608,1374,192.168.239.67,2
19747,0 days 00:07:04.180208933,86,192.168.239.95,2
19748,0 days 00:07:04.181892676,2662,192.168.239.67,2
19749,0 days 00:07:04.181933765,86,192.168.239.95,2
19750,0 days 00:07:04.183245686,2662,192.168.239.67,2
19751,0 days 00:07:04.183282608,86,192.168.239.95,2
19752,0 days 00:07:04.183457687,2662,192.168.239.7,2
19753,0 days 00:07:04.183481691,86,192.168.239.95,2
19754,0 days 00:07:04.184032446,1374,192.168.239.7,2
19755,0 days 00:07:04.184105490,1374,192.168.239.7,2
19756,0 days 00:07:04.184127508,86,192.168.239.95,2
19757,0 days 00:07:04.185327764,2662,192.168.239.67,2
19758,0 days 00:07:04.185369364,86,192.168.239.95,2
19759,0 days 00:07:04.185943482,1374,192.168.239.67,2
19760,0 days 00:07:04.187574651,1374,192.168.239.7,2
19761,0 days 00:07:04.187605887,86,192.168.239.95,2
19762,0 days 00:07:04.187720488,2662,192.168.239.67,2
19763,0 days 00:07:04.187733830,86,192.168.239.95,2
19764,0 days 00:07:04.188340149,1374,192.168.239.67,2
19765,0 days 00:07:04.188447680,1374,192.168.239.67,2
19766,0 days 00:07:04.188461816,86,192.168.239.95,2
19767,0 days 00:07:04.189784998,2662,192.168.239.67,2
19768,0 days 00:07:04.189821057,86,192.168.239.95,2
19769,0 days 00:07:04.192595313,2662,192.168.239.7,2
19770,0 days 00:07:04.192644172,86,192.168.239.95,2
19771,0 days 00:07:04.193840578,1374,192.168.239.67,2
19772,0 days 00:07:04.193870967,1374,192.168.239.7,2
19773,0 days 00:07:04.193879338,86,192.168.239.95,2
19774,0 days 00:07:04.195304220,2662,192.168.239.67,2
19775,0 days 00:07:04.195485759,86,192.168.239.95,2
19776,0 days 00:07:04.197556986,2662,192.168.239.7,2
19777,0 days 00:07:04.197618395,86,192.168.239.95,2
19778,0 days 00:07:04.198067675,1374,192.168.239.67,2
19779,0 days 00:07:04.199047819,1374,192.168.239.67,2
19780,0 days 00:07:04.199091143,86,192.168.239.95,2
19781,0 days 00:07:04.202584143,2662,192.168.239.7,2
19782,0 days 00:07:04.202628210,86,192.168.239.95,2
19783,0 days 00:07:04.202722944,2662,192.168.239.7,2
19784,0 days 00:07:04.202756231,86,192.168.239.95,2
19785,0 days 00:07:04.203558507,86,192.168.239.95,2
19786,0 days 00:07:04.203559934,2662,192.168.239.7,2
19787,0 days 00:07:04.203603288,86,192.168.239.95,2
19788,0 days 00:07:04.205723338,2662,192.168.239.67,2
19789,0 days 00:07:04.205772198,86,192.168.239.95,2
19790,0 days 00:07:04.207606182,2662,192.168.239.67,2
19791,0 days 00:07:04.207641397,86,192.168.239.95,2
19792,0 days 00:07:04.207723889,2662,192.168.239.67,2
19793,0 days 00:07:04.207753132,86,192.168.239.95,2
19794,0 days 00:07:04.208926617,2662,192.168.239.67,2
19795,0 days 00:07:04.208960033,86,192.168.239.95,2
19796,0 days 00:07:04.210339807,2662,192.168.239.7,2
19797,0 days 00:07:04.210381463,86,192.168.239.95,2
19798,0 days 00:07:04.212692950,2662,192.168.239.67,2
19799,0 days 00:07:04.212725448,2662,192.168.239.67,2
19800,0 days 00:07:04.212858716,86,192.168.239.95,2
19801,0 days 00:07:04.213795619,2662,192.168.239.7,2
19802,0 days 00:07:04.213841018,86,192.168.239.95,2
19803,0 days 00:07:04.215042120,2662,192.168.239.7,2
19804,0 days 00:07:04.215169566,86,192.168.239.95,2
19805,0 days 00:07:04.217595707,2662,192.168.239.7,2
19806,0 days 00:07:04.217702103,86,192.168.239.95,2
19807,0 days 00:07:04.217771882,2662,192.168.239.67,2
19808,0 days 00:07:04.217782951,86,192.168.239.95,2
19809,0 days 00:07:04.218508666,2662,192.168.239.67,2
19810,0 days 00:07:04.218586174,86,192.168.239.95,2
19811,0 days 00:07:04.219378945,2662,192.168.239.67,2
19812,0 days 00:07:04.219485028,86,192.168.239.95,2
19813,0 days 00:07:04.222469561,2662,192.168.239.67,2
19814,0 days 00:07:04.222573295,2662,192.168.239.7,2
19815,0 days 00:07:04.222579823,86,192.168.239.95,2
19816,0 days 00:07:04.222596204,86,192.168.239.95,2
19817,0 days 00:07:04.223432536,1374,192.168.239.7,2
19818,0 days 00:07:04.223811551,1374,192.168.239.67,2
19819,0 days 00:07:04.223846782,86,192.168.239.95,2
19820,0 days 00:07:04.224336229,2662,192.168.239.95,2
19821,0 days 00:07:04.224364632,86,192.168.239.95,2
19822,0 days 00:07:04.227553829,2662,192.168.239.95,2
19823,0 days 00:07:04.227671403,86,192.168.239.95,2
19824,0 days 00:07:04.227723639,2662,192.168.239.95,2
19825,0 days 00:07:04.227738846,86,192.168.239.95,2
19826,0 days 00:07:04.228300630,2662,192.168.239.95,2
19827,0 days 00:07:04.228337216,86,192.168.239.95,2
19828,0 days 00:07:04.229355382,2662,192.168.239.95,2
19829,0 days 00:07:04.229390440,86,192.168.239.95,2
19830,0 days 00:07:04.230760658,2662,192.168.239.95,2
19831,0 days 00:07:04.230876827,86,192.168.239.95,2
19832,0 days 00:07:04.232626270,2662,192.168.239.67,2
19833,0 days 00:07:04.232740445,86,192.168.239.95,2
19834,0 days 00:07:04.233254159,1374,192.168.239.7,2
19835,0 days 00:07:04.233761223,1374,192.168.239.7,2
19836,0 days 00:07:04.233801040,86,192.168.239.95,2
19837,0 days 00:07:04.234684467,2662,192.168.239.7,2
19838,0 days 00:07:04.234781607,86,192.168.239.95,2
19839,0 days 00:07:04.235379614,1374,192.168.239.7,2
19840,0 days 00:07:04.235417068,1374,192.168.239.67,2
19841,0 days 00:07:04.235500555,86,192.168.239.95,2
19842,0 days 00:07:04.237641177,2662,192.168.239.7,2
19843,0 days 00:07:04.237697054,86,192.168.239.95,2
19844,0 days 00:07:04.238418272,2662,192.168.239.7,2
19845,0 days 00:07:04.238454382,86,192.168.239.95,2
19846,0 days 00:07:04.240509299,2662,192.168.239.67,2
19847,0 days 00:07:04.240576592,86,192.168.239.95,2
19848,0 days 00:07:04.240635479,2662,192.168.239.7,2
19849,0 days 00:07:04.240657946,86,192.168.239.95,2
19850,0 days 00:07:04.249462675,2662,192.168.239.67,2
19851,0 days 00:07:04.249642622,86,192.168.239.95,2
19852,0 days 00:07:04.249998108,2662,192.168.239.7,2
19853,0 days 00:07:04.249998205,2662,192.168.239.7,2
19854,0 days 00:07:04.249998248,2662,192.168.239.95,2
19855,0 days 00:07:04.249998290,2662,192.168.239.67,2
19856,0 days 00:07:04.250027294,2662,192.168.239.7,2
19857,0 days 00:07:04.250049151,2662,192.168.239.7,2
19858,0 days 00:07:04.250056981,86,192.168.239.95,2
19859,0 days 00:07:04.250173313,86,192.168.239.95,2
19860,0 days 00:07:04.252642042,1374,192.168.239.67,2
19861,0 days 00:07:04.252642187,1374,192.168.239.95,2
19862,0 days 00:07:04.252655694,98,192.168.239.95,2
19863,0 days 00:07:04.252671886,86,192.168.239.95,2
19864,0 days 00:07:04.252789831,2662,192.168.239.67,2
19865,0 days 00:07:04.252789969,2662,192.168.239.7,2
19866,0 days 00:07:04.252818331,86,192.168.239.95,2
19867,0 days 00:07:04.253537057,2662,192.168.239.67,2
19868,0 days 00:07:04.253579604,86,192.168.239.95,2
19869,0 days 00:07:04.254919783,2662,192.168.239.67,2
19870,0 days 00:07:04.255069451,86,192.168.239.95,2
19871,0 days 00:07:04.257681164,2662,192.168.239.67,2
19872,0 days 00:07:04.257740536,86,192.168.239.95,2
19873,0 days 00:07:04.257747120,2662,192.168.239.67,2
19874,0 days 00:07:04.257762411,86,192.168.239.95,2
19875,0 days 00:07:04.258891431,2662,192.168.239.67,2
19876,0 days 00:07:04.259017404,86,192.168.239.95,2
19877,0 days 00:07:04.259565683,2662,192.168.239.67,2
19878,0 days 00:07:04.259611135,86,192.168.239.95,2
19879,0 days 00:07:04.263167310,2662,192.168.239.7,2
19880,0 days 00:07:04.263317072,2662,192.168.239.7,2
19881,0 days 00:07:04.263317215,1374,192.168.239.67,2
19882,0 days 00:07:04.263349435,86,192.168.239.95,2
19883,0 days 00:07:04.263797174,1374,192.168.239.7,2
19884,0 days 00:07:04.264669327,2662,192.168.239.67,2
19885,0 days 00:07:04.264716973,86,192.168.239.95,2
19886,0 days 00:07:04.267904450,2662,192.168.239.7,2
19887,0 days 00:07:04.267904805,2662,192.168.239.67,2
19888,0 days 00:07:04.268094891,86,192.168.239.95,2
19889,0 days 00:07:04.268320481,1374,192.168.239.7,2
19890,0 days 00:07:04.268359389,1374,192.168.239.67,2
19891,0 days 00:07:04.268375784,86,192.168.239.95,2
19892,0 days 00:07:04.269220739,2662,192.168.239.67,2
19893,0 days 00:07:04.269274930,86,192.168.239.95,2
19894,0 days 00:07:04.272777975,2662,192.168.239.7,2
19895,0 days 00:07:04.272904659,86,192.168.239.95,2
19896,0 days 00:07:04.273056127,2662,192.168.239.7,2
19897,0 days 00:07:04.273056246,2662,192.168.239.7,2
19898,0 days 00:07:04.273081784,86,192.168.239.95,2
19899,0 days 00:07:04.274023004,1374,192.168.239.7,2
19900,0 days 00:07:04.274052461,1374,192.168.239.67,2
19901,0 days 00:07:04.274066152,86,192.168.239.95,2
19902,0 days 00:07:04.274384555,86,192.168.239.95,2
19903,0 days 00:07:04.275133658,2662,192.168.239.67,2
19904,0 days 00:07:04.275268227,86,192.168.239.95,2
19905,0 days 00:07:04.277833355,2662,192.168.239.67,2
19906,0 days 00:07:04.277882994,86,192.168.239.95,2
19907,0 days 00:07:04.277974137,2662,192.168.239.67,2
19908,0 days 00:07:04.277996145,86,192.168.239.95,2
19909,0 days 00:07:04.278601034,2662,192.168.239.67,2
19910,0 days 00:07:04.278688858,86,192.168.239.95,2
19911,0 days 00:07:04.279637526,1374,192.168.239.67,2
19912,0 days 00:07:04.279668429,1374,192.168.239.7,2
19913,0 days 00:07:04.279761120,86,192.168.239.95,2
19914,0 days 00:07:04.286414042,2662,192.168.239.67,2
19915,0 days 00:07:04.286548328,86,192.168.239.95,2
19916,0 days 00:07:04.286855415,2662,192.168.239.67,2
19917,0 days 00:07:04.286855617,2662,192.168.239.67,2
19918,0 days 00:07:04.286855670,2662,192.168.239.67,2
19919,0 days 00:07:04.286855713,2662,192.168.239.67,2
19920,0 days 00:07:04.286932130,86,192.168.239.95,2
19921,0 days 00:07:04.287798912,2662,192.168.239.67,2
19922,0 days 00:07:04.287799091,2662,192.168.239.67,2
19923,0 days 00:07:04.287851718,86,192.168.239.95,2
19924,0 days 00:07:04.288293873,1374,192.168.239.7,2
19925,0 days 00:07:04.288909594,1374,192.168.239.67,2
19926,0 days 00:07:04.288955101,86,192.168.239.95,2
19927,0 days 00:07:04.289927509,2662,192.168.239.67,2
19928,0 days 00:07:04.289957631,86,192.168.239.95,2
19929,0 days 00:07:04.290635901,1374,192.168.239.67,2
19930,0 days 00:07:04.292565200,1374,192.168.239.7,2
19931,0 days 00:07:04.292565263,1374,192.168.239.67,2
19932,0 days 00:07:04.292613167,86,192.168.239.95,2
19933,0 days 00:07:04.292891093,1374,192.168.239.7,2
19934,0 days 00:07:04.293010092,1374,192.168.239.7,2
19935,0 days 00:07:04.293021527,86,192.168.239.95,2
19936,0 days 00:07:04.293147479,1374,192.168.239.7,2
19937,0 days 00:07:04.294357031,1374,192.168.239.67,2
19938,0 days 00:07:04.294391273,86,192.168.239.95,2
19939,0 days 00:07:04.294465964,1374,192.168.239.67,2
19940,0 days 00:07:04.295551192,2662,192.168.239.67,2
19941,0 days 00:07:04.295587173,86,192.168.239.95,2
19942,0 days 00:07:04.297471797,1374,192.168.239.7,2
19943,0 days 00:07:04.297586212,1374,192.168.239.67,2
19944,0 days 00:07:04.297598686,86,192.168.239.95,2
19945,0 days 00:07:04.304180669,2662,192.168.239.67,2
19946,0 days 00:07:04.304251406,86,192.168.239.95,2
19947,0 days 00:07:04.304629993,2662,192.168.239.7,2
19948,0 days 00:07:04.304630113,2662,192.168.239.7,2
19949,0 days 00:07:04.304630145,2662,192.168.239.67,2
19950,0 days 00:07:04.304630179,2662,192.168.239.67,2
19951,0 days 00:07:04.304673624,86,192.168.239.95,2
19952,0 days 00:07:04.304750812,2662,192.168.239.67,2
19953,0 days 00:07:04.304768333,86,192.168.239.95,2
19954,0 days 00:07:04.305038562,2662,192.168.239.7,2
19955,0 days 00:07:04.305068934,86,192.168.239.95,2
19956,0 days 00:07:04.306399099,86,192.168.239.95,2
19957,0 days 00:07:04.307619182,2662,192.168.239.7,2
19958,0 days 00:07:04.307732683,2662,192.168.239.7,2
19959,0 days 00:07:04.307758858,86,192.168.239.95,2
19960,0 days 00:07:04.308397015,2662,192.168.239.7,2
19961,0 days 00:07:04.308455151,86,192.168.239.95,2
19962,0 days 00:07:04.312648159,2662,192.168.239.7,2
19963,0 days 00:07:04.312741591,86,192.168.239.95,2
19964,0 days 00:07:04.312753551,1374,192.168.239.7,2
19965,0 days 00:07:04.313513146,1374,192.168.239.7,2
19966,0 days 00:07:04.313513239,1374,192.168.239.67,2
19967,0 days 00:07:04.313561621,86,192.168.239.95,2
19968,0 days 00:07:04.314484958,1287,192.168.239.67,2
19969,0 days 00:07:04.314529933,884,192.168.239.67,2
19970,0 days 00:07:04.315643407,1374,192.168.239.7,2
19971,0 days 00:07:04.315643629,1374,192.168.239.7,2
19972,0 days 00:07:04.315756333,1374,192.168.239.67,2
19973,0 days 00:07:04.315779838,86,192.168.239.95,2
19974,0 days 00:07:04.316522822,2662,192.168.239.7,2
19975,0 days 00:07:04.316522891,2662,192.168.239.7,2
19976,0 days 00:07:04.316558805,86,192.168.239.95,2
19977,0 days 00:07:04.317665212,1374,192.168.239.7,2
19978,0 days 00:07:04.318404074,1374,192.168.239.67,2
19979,0 days 00:07:04.318404190,2662,192.168.239.7,2
19980,0 days 00:07:04.318430128,86,192.168.239.95,2
19981,0 days 00:07:04.318899053,2662,192.168.239.7,2
19982,0 days 00:07:04.318917881,86,192.168.239.95,2
19983,0 days 00:07:04.319596965,2662,192.168.239.67,2
19984,0 days 00:07:04.319635424,86,192.168.239.95,2
19985,0 days 00:07:04.322748762,2662,192.168.239.7,2
