No.,Time,Length,Device IP,Day
97705,0 days 01:21:49.392715847,87,192.168.239.67,6
97706,0 days 01:21:49.397044233,215,192.168.239.67,6
97707,0 days 01:21:49.397045896,203,192.168.239.67,6
97708,0 days 01:21:49.398206014,212,192.168.239.67,6
97709,0 days 01:21:49.398528792,125,192.168.239.67,6
97710,0 days 01:21:49.407478368,95,192.168.239.7,6
97711,0 days 01:21:49.437964835,86,192.168.239.95,6
97712,0 days 01:21:49.440440797,125,192.168.239.67,6
97713,0 days 01:21:49.473997571,182,192.168.239.67,6
97714,0 days 01:21:49.473997777,1294,192.168.239.7,6
97715,0 days 01:21:49.474022552,86,192.168.239.95,6
97716,0 days 01:21:49.475412061,121,192.168.239.7,6
97717,0 days 01:21:49.476823102,1294,192.168.239.67,6
97718,0 days 01:21:49.476823168,398,192.168.239.7,6
97719,0 days 01:21:49.476823194,125,192.168.239.67,6
97720,0 days 01:21:49.476858297,86,192.168.239.95,6
97721,0 days 01:21:49.477233377,125,192.168.239.67,6
97722,0 days 01:21:49.483615365,129,192.168.239.7,6
97723,0 days 01:21:49.517252178,93,192.168.239.7,6
97724,0 days 01:21:49.519140483,86,192.168.239.95,6
97725,0 days 01:21:49.524943280,95,192.168.239.7,6
97726,0 days 01:21:49.563381691,1287,192.168.239.67,6
97727,0 days 01:21:49.563381971,1292,192.168.239.7,6
97728,0 days 01:21:49.563799511,100,192.168.239.67,6
97729,0 days 01:21:49.570070442,1292,192.168.239.7,6
97730,0 days 01:21:49.570646139,94,192.168.239.7,6
97731,0 days 01:21:49.571506026,1292,192.168.239.7,6
97732,0 days 01:21:49.573031484,1292,192.168.239.67,6
97733,0 days 01:21:49.573315490,1292,192.168.239.67,6
97734,0 days 01:21:49.575437030,1292,192.168.239.7,6
97735,0 days 01:21:49.576230400,1292,192.168.239.7,6
97736,0 days 01:21:49.577505307,1292,192.168.239.7,6
97737,0 days 01:21:49.577505512,214,192.168.239.67,6
97738,0 days 01:21:49.577505564,160,192.168.239.7,6
97739,0 days 01:21:49.578730333,95,192.168.239.67,6
97740,0 days 01:21:49.595667678,88,192.168.239.7,6
97741,0 days 01:21:49.602705010,191,192.168.239.7,6
97742,0 days 01:21:49.636566660,93,192.168.239.7,6
97743,0 days 01:21:49.643999132,95,192.168.239.67,6
97744,0 days 01:21:49.668424203,135,192.168.239.7,6
97745,0 days 01:21:49.668425041,84,192.168.239.7,6
97746,0 days 01:21:49.668695664,101,192.168.239.7,6
97747,0 days 01:21:49.675753461,95,192.168.239.67,6
97748,0 days 01:21:49.679522396,156,192.168.239.67,6
97749,0 days 01:21:49.701297845,87,192.168.239.67,6
97750,0 days 01:21:49.721670023,135,192.168.239.67,6
97751,0 days 01:21:49.721670361,84,192.168.239.7,6
97752,0 days 01:21:49.721670404,463,192.168.239.7,6
97753,0 days 01:21:49.721698685,270,192.168.239.7,6
97754,0 days 01:21:49.721969540,100,192.168.239.67,6
97755,0 days 01:21:49.722148622,100,192.168.239.67,6
97756,0 days 01:21:49.728220679,95,192.168.239.7,6
97757,0 days 01:21:49.736954441,95,192.168.239.7,6
97758,0 days 01:21:49.761451721,87,192.168.239.67,6
97759,0 days 01:21:49.806196667,88,192.168.239.67,6
97760,0 days 01:21:51.065640180,1115,192.168.239.67,6
97761,0 days 01:21:51.190123722,1115,192.168.239.67,6
97762,0 days 01:21:51.197389143,93,192.168.239.67,6
97763,0 days 01:21:51.204098033,95,192.168.239.67,6
97764,0 days 01:21:51.210978660,135,192.168.239.67,6
97765,0 days 01:21:51.210979010,84,192.168.239.7,6
97766,0 days 01:21:51.211370091,101,192.168.239.7,6
97767,0 days 01:21:51.218576735,95,192.168.239.67,6
97768,0 days 01:21:51.242894907,88,192.168.239.67,6
97769,0 days 01:21:51.252898587,88,192.168.239.7,6
97770,0 days 01:21:53.032577086,1287,192.168.239.67,6
97771,0 days 01:21:53.032639901,1292,192.168.239.7,6
97772,0 days 01:21:53.032653136,764,192.168.239.7,6
97773,0 days 01:21:53.183128515,1287,192.168.239.7,6
97774,0 days 01:21:53.185002859,93,192.168.239.67,6
97775,0 days 01:21:53.192671058,95,192.168.239.67,6
97776,0 days 01:21:53.196738370,87,192.168.239.67,6
97777,0 days 01:21:53.245724283,88,192.168.239.67,6
97778,0 days 01:21:53.394071748,136,192.168.239.7,6
97779,0 days 01:21:53.394072043,256,192.168.239.7,6
97780,0 days 01:21:53.394510570,101,192.168.239.7,6
97781,0 days 01:21:53.402500618,95,192.168.239.7,6
97782,0 days 01:21:53.476178702,87,192.168.239.7,6
97783,0 days 01:21:55.620925542,129,192.168.239.7,6
97784,0 days 01:21:55.700623268,86,192.168.239.95,6
97785,0 days 01:21:55.780487688,126,192.168.239.7,6
97786,0 days 01:21:55.780517025,86,192.168.239.95,6
97787,0 days 01:21:57.168950257,91,192.168.239.7,6
97788,0 days 01:21:57.235261845,87,192.168.239.67,6
97789,0 days 01:21:58.103720897,140,192.168.239.67,6
97790,0 days 01:21:58.104801686,144,192.168.239.67,6
97791,0 days 01:21:58.146306522,86,192.168.239.95,6
97792,0 days 01:22:00.614126023,101,192.168.239.7,6
97793,0 days 01:22:00.660965928,66,192.168.239.95,6
97794,0 days 01:22:00.737501208,97,192.168.239.7,6
97795,0 days 01:22:00.737529699,66,192.168.239.95,6
97796,0 days 01:22:04.451782788,98,192.168.239.7,6
97797,0 days 01:22:04.464711095,95,192.168.239.7,6
97798,0 days 01:22:05.271295485,124,192.168.239.67,6
97799,0 days 01:22:05.271338561,86,192.168.239.95,6
97800,0 days 01:22:07.319185607,111,192.168.239.7,6
97801,0 days 01:22:07.320226953,115,192.168.239.7,6
97802,0 days 01:22:07.405629419,86,192.168.239.95,6
97803,0 days 01:22:08.752264739,42,192.168.239.67,6
97804,0 days 01:22:08.752283550,42,192.168.239.67,6
97805,0 days 01:22:09.502345821,733,192.168.239.7,6
97806,0 days 01:22:09.685684206,94,192.168.239.7,6
97807,0 days 01:22:09.693347913,95,192.168.239.67,6
97808,0 days 01:22:09.774553320,1287,192.168.239.67,6
97809,0 days 01:22:09.774553753,1292,192.168.239.67,6
97810,0 days 01:22:09.774553804,1292,192.168.239.7,6
97811,0 days 01:22:09.774553857,622,192.168.239.67,6
97812,0 days 01:22:09.774958786,101,192.168.239.7,6
97813,0 days 01:22:09.775746897,1292,192.168.239.67,6
97814,0 days 01:22:09.775747132,147,192.168.239.7,6
97815,0 days 01:22:09.782146349,95,192.168.239.7,6
97816,0 days 01:22:09.818678978,88,192.168.239.7,6
97817,0 days 01:22:09.834984309,125,192.168.239.7,6
97818,0 days 01:22:09.843906343,1292,192.168.239.67,6
97819,0 days 01:22:09.843946052,1292,192.168.239.67,6
97820,0 days 01:22:09.843951106,1292,192.168.239.7,6
97821,0 days 01:22:09.843955473,1292,192.168.239.7,6
97822,0 days 01:22:09.843959567,1292,192.168.239.7,6
97823,0 days 01:22:09.843964387,218,192.168.239.7,6
97824,0 days 01:22:09.843982164,111,192.168.239.7,6
97825,0 days 01:22:09.845779956,144,192.168.239.67,6
97826,0 days 01:22:09.845837589,144,192.168.239.67,6
97827,0 days 01:22:09.873040584,92,192.168.239.67,6
97828,0 days 01:22:09.879542090,95,192.168.239.67,6
97829,0 days 01:22:09.911162291,239,192.168.239.7,6
97830,0 days 01:22:09.911162662,303,192.168.239.7,6
97831,0 days 01:22:09.911563269,100,192.168.239.67,6
97832,0 days 01:22:09.918572615,95,192.168.239.7,6
97833,0 days 01:22:10.019346136,88,192.168.239.67,6
97834,0 days 01:22:10.038314700,94,192.168.239.7,6
97835,0 days 01:22:10.062913198,86,192.168.239.7,6
97836,0 days 01:22:10.063169283,96,192.168.239.7,6
97837,0 days 01:22:10.078674454,88,192.168.239.7,6
97838,0 days 01:22:10.098515012,88,192.168.239.67,6
97839,0 days 01:22:10.145184694,88,192.168.239.7,6
97840,0 days 01:22:10.171611518,88,192.168.239.7,6
97841,0 days 01:22:10.191393954,87,192.168.239.67,6
97842,0 days 01:22:10.191394320,87,192.168.239.67,6
97843,0 days 01:22:10.195109744,215,192.168.239.67,6
97844,0 days 01:22:10.195447812,203,192.168.239.7,6
97845,0 days 01:22:10.196323124,212,192.168.239.7,6
97846,0 days 01:22:10.197124891,125,192.168.239.7,6
97847,0 days 01:22:10.206646911,95,192.168.239.7,6
97848,0 days 01:22:10.248580612,86,192.168.239.95,6
97849,0 days 01:22:10.250945398,125,192.168.239.67,6
97850,0 days 01:22:10.278633744,182,192.168.239.7,6
97851,0 days 01:22:10.278634147,1294,192.168.239.7,6
97852,0 days 01:22:10.278634198,1294,192.168.239.7,6
97853,0 days 01:22:10.278682301,398,192.168.239.67,6
97854,0 days 01:22:10.278814112,86,192.168.239.95,6
97855,0 days 01:22:10.279413965,156,192.168.239.7,6
97856,0 days 01:22:10.279537853,125,192.168.239.7,6
97857,0 days 01:22:10.281359954,121,192.168.239.7,6
97858,0 days 01:22:10.291636632,129,192.168.239.67,6
97859,0 days 01:22:10.323887338,93,192.168.239.67,6
97860,0 days 01:22:10.328827091,86,192.168.239.95,6
97861,0 days 01:22:10.331456313,95,192.168.239.7,6
97862,0 days 01:22:10.369741477,1287,192.168.239.7,6
97863,0 days 01:22:10.369741875,1292,192.168.239.67,6
97864,0 days 01:22:10.369741927,1292,192.168.239.7,6
97865,0 days 01:22:10.370124364,1292,192.168.239.7,6
97866,0 days 01:22:10.370124551,1292,192.168.239.7,6
97867,0 days 01:22:10.370124603,1292,192.168.239.67,6
97868,0 days 01:22:10.370170513,100,192.168.239.7,6
97869,0 days 01:22:10.371235878,1292,192.168.239.67,6
97870,0 days 01:22:10.371448636,1292,192.168.239.67,6
97871,0 days 01:22:10.371448856,1292,192.168.239.67,6
97872,0 days 01:22:10.371448910,141,192.168.239.7,6
97873,0 days 01:22:10.371448961,187,192.168.239.67,6
97874,0 days 01:22:10.372539225,94,192.168.239.67,6
97875,0 days 01:22:10.403411985,191,192.168.239.7,6
97876,0 days 01:22:10.408427723,88,192.168.239.67,6
97877,0 days 01:22:10.448988421,95,192.168.239.7,6
97878,0 days 01:22:10.454710990,156,192.168.239.7,6
97879,0 days 01:22:10.455844134,95,192.168.239.67,6
97880,0 days 01:22:10.480127416,135,192.168.239.67,6
97881,0 days 01:22:10.480127611,84,192.168.239.7,6
97882,0 days 01:22:10.480409412,101,192.168.239.67,6
97883,0 days 01:22:10.487196146,95,192.168.239.67,6
97884,0 days 01:22:10.505362267,135,192.168.239.7,6
97885,0 days 01:22:10.505362545,84,192.168.239.7,6
97886,0 days 01:22:10.505821215,100,192.168.239.67,6
97887,0 days 01:22:10.512784926,95,192.168.239.67,6
97888,0 days 01:22:10.519222737,87,192.168.239.7,6
97889,0 days 01:22:10.538440192,463,192.168.239.7,6
97890,0 days 01:22:10.538785880,100,192.168.239.67,6
97891,0 days 01:22:10.539416431,207,192.168.239.67,6
97892,0 days 01:22:10.543126426,87,192.168.239.7,6
97893,0 days 01:22:10.555238246,95,192.168.239.7,6
97894,0 days 01:22:10.618880113,88,192.168.239.7,6
97895,0 days 01:22:11.067747084,1086,192.168.239.7,6
97896,0 days 01:22:11.165102702,93,192.168.239.7,6
97897,0 days 01:22:11.171688301,95,192.168.239.7,6
97898,0 days 01:22:11.205249634,135,192.168.239.7,6
97899,0 days 01:22:11.205249976,84,192.168.239.67,6
97900,0 days 01:22:11.205629484,101,192.168.239.7,6
97901,0 days 01:22:11.212906940,95,192.168.239.67,6
97902,0 days 01:22:11.263567604,86,192.168.239.7,6
97903,0 days 01:22:12.062609437,1287,192.168.239.7,6
97904,0 days 01:22:12.062670893,1292,192.168.239.7,6
97905,0 days 01:22:12.062683751,1292,192.168.239.67,6
97906,0 days 01:22:12.062695550,899,192.168.239.67,6
97907,0 days 01:22:12.160359318,94,192.168.239.67,6
97908,0 days 01:22:12.164434432,101,192.168.239.7,6
97909,0 days 01:22:12.167412702,95,192.168.239.7,6
97910,0 days 01:22:12.176491402,95,192.168.239.7,6
97911,0 days 01:22:12.177954084,88,192.168.239.67,6
97912,0 days 01:22:12.192138454,88,192.168.239.7,6
97913,0 days 01:22:12.218296461,88,192.168.239.67,6
97914,0 days 01:22:12.438275753,134,192.168.239.67,6
97915,0 days 01:22:12.438684387,101,192.168.239.67,6
97916,0 days 01:22:12.488778272,88,192.168.239.7,6
97917,0 days 01:22:13.032098740,1287,192.168.239.7,6
97918,0 days 01:22:13.032160321,1292,192.168.239.67,6
97919,0 days 01:22:13.032172643,764,192.168.239.67,6
97920,0 days 01:22:13.034256787,77,192.168.239.7,6
97921,0 days 01:22:13.034293537,66,192.168.239.95,6
97922,0 days 01:22:13.225638653,1287,192.168.239.7,6
97923,0 days 01:22:13.227711541,93,192.168.239.67,6
97924,0 days 01:22:13.228037863,87,192.168.239.67,6
97925,0 days 01:22:13.228038061,87,192.168.239.7,6
97926,0 days 01:22:13.235337524,95,192.168.239.67,6
97927,0 days 01:22:13.274401653,88,192.168.239.67,6
97928,0 days 01:22:13.289403827,87,192.168.239.67,6
97929,0 days 01:22:13.289707177,96,192.168.239.67,6
97930,0 days 01:22:13.373639643,136,192.168.239.7,6
97931,0 days 01:22:13.373640013,136,192.168.239.67,6
97932,0 days 01:22:13.373953050,98,192.168.239.7,6
97933,0 days 01:22:13.374134317,103,192.168.239.7,6
97934,0 days 01:22:13.379222762,86,192.168.239.7,6
97935,0 days 01:22:13.414813990,87,192.168.239.7,6
97936,0 days 01:22:15.058415123,86,192.168.239.67,6
97937,0 days 01:22:15.060388855,86,192.168.239.95,6
97938,0 days 01:22:15.062908733,78,192.168.239.7,6
97939,0 days 01:22:15.114421619,86,192.168.239.95,6
97940,0 days 01:22:15.168675769,86,192.168.239.95,6
97941,0 days 01:22:15.168709139,98,192.168.239.95,6
97942,0 days 01:22:15.206002019,86,192.168.239.7,6
97943,0 days 01:22:15.206043002,78,192.168.239.67,6
97944,0 days 01:22:17.642514521,86,192.168.239.95,6
97945,0 days 01:22:17.662514503,86,192.168.239.95,6
97946,0 days 01:22:17.697556331,86,192.168.239.95,6
97947,0 days 01:22:17.699351783,86,192.168.239.95,6
97948,0 days 01:22:19.605744485,204,192.168.239.7,6
97949,0 days 01:22:19.616748877,95,192.168.239.7,6
97950,0 days 01:22:19.638963011,204,192.168.239.67,6
97951,0 days 01:22:19.639253696,96,192.168.239.7,6
97952,0 days 01:22:20.629732170,86,192.168.239.67,6
97953,0 days 01:22:20.629770677,78,192.168.239.7,6
97954,0 days 01:22:21.648863936,335,192.168.239.67,6
97955,0 days 01:22:22.063379438,355,192.168.239.67,6
97956,0 days 01:22:22.063430058,86,192.168.239.95,6
97957,0 days 01:22:25.781994374,129,192.168.239.7,6
97958,0 days 01:22:25.953778294,86,192.168.239.95,6
97959,0 days 01:22:25.972197477,126,192.168.239.7,6
97960,0 days 01:22:25.972225065,86,192.168.239.95,6
97961,0 days 01:22:27.386912469,121,192.168.239.67,6
97962,0 days 01:22:27.386912803,97,192.168.239.7,6
97963,0 days 01:22:27.387110002,233,192.168.239.67,6
97964,0 days 01:22:27.387236792,96,192.168.239.67,6
97965,0 days 01:22:27.387303363,96,192.168.239.7,6
97966,0 days 01:22:27.387337834,96,192.168.239.67,6
97967,0 days 01:22:27.393973705,327,192.168.239.7,6
97968,0 days 01:22:27.476140009,91,192.168.239.7,6
97969,0 days 01:22:27.488738271,95,192.168.239.7,6
97970,0 days 01:22:28.001206282,165,192.168.239.67,6
97971,0 days 01:22:28.001210647,140,192.168.239.67,6
97972,0 days 01:22:28.001520346,99,192.168.239.7,6
97973,0 days 01:22:28.002219731,144,192.168.239.67,6
97974,0 days 01:22:28.064057364,86,192.168.239.95,6
97975,0 days 01:22:28.077142455,87,192.168.239.7,6
97976,0 days 01:22:30.309660681,733,192.168.239.7,6
97977,0 days 01:22:30.400455728,94,192.168.239.7,6
97978,0 days 01:22:30.408148693,95,192.168.239.67,6
97979,0 days 01:22:30.506483644,1287,192.168.239.7,6
97980,0 days 01:22:30.506900914,101,192.168.239.67,6
97981,0 days 01:22:30.506999430,1292,192.168.239.7,6
97982,0 days 01:22:30.507759154,1292,192.168.239.67,6
97983,0 days 01:22:30.507759434,622,192.168.239.7,6
97984,0 days 01:22:30.515282538,95,192.168.239.7,6
97985,0 days 01:22:30.537966642,1292,192.168.239.7,6
97986,0 days 01:22:30.537966916,217,192.168.239.67,6
97987,0 days 01:22:30.545049112,95,192.168.239.67,6
97988,0 days 01:22:30.566527212,88,192.168.239.67,6
97989,0 days 01:22:30.604212218,125,192.168.239.67,6
97990,0 days 01:22:30.612611973,1292,192.168.239.67,6
97991,0 days 01:22:30.612648928,1292,192.168.239.67,6
97992,0 days 01:22:30.612653507,1292,192.168.239.67,6
97993,0 days 01:22:30.612657705,1292,192.168.239.7,6
97994,0 days 01:22:30.612661746,1292,192.168.239.7,6
97995,0 days 01:22:30.612666996,220,192.168.239.67,6
97996,0 days 01:22:30.612684543,111,192.168.239.7,6
97997,0 days 01:22:30.614306137,144,192.168.239.67,6
97998,0 days 01:22:30.614395179,144,192.168.239.67,6
97999,0 days 01:22:30.658644199,94,192.168.239.7,6
98000,0 days 01:22:30.665332164,95,192.168.239.7,6
98001,0 days 01:22:30.695652693,239,192.168.239.67,6
98002,0 days 01:22:30.696069382,100,192.168.239.7,6
98003,0 days 01:22:30.696262114,236,192.168.239.67,6
98004,0 days 01:22:30.702831459,95,192.168.239.67,6
98005,0 days 01:22:30.732559664,88,192.168.239.67,6
98006,0 days 01:22:30.762450951,88,192.168.239.7,6
98007,0 days 01:22:30.811800085,88,192.168.239.67,6
98008,0 days 01:22:30.816466188,87,192.168.239.67,6
98009,0 days 01:22:30.826551831,88,192.168.239.67,6
98010,0 days 01:22:30.832418453,87,192.168.239.67,6
98011,0 days 01:22:30.832418856,87,192.168.239.7,6
98012,0 days 01:22:30.837803781,215,192.168.239.67,6
98013,0 days 01:22:30.838804191,203,192.168.239.67,6
98014,0 days 01:22:30.839774141,211,192.168.239.67,6
98015,0 days 01:22:30.840176679,125,192.168.239.67,6
98016,0 days 01:22:30.847036970,95,192.168.239.67,6
98017,0 days 01:22:30.881766753,86,192.168.239.95,6
98018,0 days 01:22:30.881767122,125,192.168.239.7,6
98019,0 days 01:22:30.916963597,182,192.168.239.7,6
98020,0 days 01:22:30.916963894,1294,192.168.239.67,6
98021,0 days 01:22:30.916963944,1294,192.168.239.7,6
98022,0 days 01:22:30.916963995,398,192.168.239.7,6
98023,0 days 01:22:30.916964044,125,192.168.239.67,6
98024,0 days 01:22:30.917010833,86,192.168.239.95,6
98025,0 days 01:22:30.917183829,86,192.168.239.95,6
98026,0 days 01:22:30.917765721,125,192.168.239.67,6
98027,0 days 01:22:30.919504107,121,192.168.239.67,6
98028,0 days 01:22:30.929814815,129,192.168.239.67,6
98029,0 days 01:22:30.958299320,93,192.168.239.7,6
98030,0 days 01:22:30.962230084,86,192.168.239.95,6
98031,0 days 01:22:30.965938262,95,192.168.239.67,6
98032,0 days 01:22:31.016339913,1287,192.168.239.67,6
98033,0 days 01:22:31.016473980,1292,192.168.239.67,6
98034,0 days 01:22:31.016474230,1292,192.168.239.7,6
98035,0 days 01:22:31.016474281,1292,192.168.239.67,6
98036,0 days 01:22:31.016474347,1292,192.168.239.67,6
98037,0 days 01:22:31.016474413,1292,192.168.239.7,6
98038,0 days 01:22:31.016699690,100,192.168.239.7,6
98039,0 days 01:22:31.017992782,1292,192.168.239.7,6
98040,0 days 01:22:31.017993033,1292,192.168.239.67,6
98041,0 days 01:22:31.017993120,1292,192.168.239.7,6
98042,0 days 01:22:31.017993179,188,192.168.239.67,6
98043,0 days 01:22:31.017993237,146,192.168.239.67,6
98044,0 days 01:22:31.019152248,94,192.168.239.67,6
98045,0 days 01:22:31.056460248,87,192.168.239.67,6
98046,0 days 01:22:31.070222022,191,192.168.239.67,6
98047,0 days 01:22:31.109541606,93,192.168.239.7,6
98048,0 days 01:22:31.116839471,95,192.168.239.67,6
