No.,Time,Length,Device IP,Day
58634,0 days 00:34:11.818166530,86,192.168.239.95,4
58635,0 days 00:34:11.820168254,125,192.168.239.7,4
58636,0 days 00:34:11.838119290,98,192.168.239.95,4
58637,0 days 00:34:12.014726888,91,192.168.239.67,4
58638,0 days 00:34:12.018532685,578,192.168.239.95,4
58639,0 days 00:34:12.018570263,789,192.168.239.95,4
58640,0 days 00:34:12.063230576,1288,192.168.239.67,4
58641,0 days 00:34:12.069050359,137,192.168.239.7,4
58642,0 days 00:34:12.069607988,1095,192.168.239.7,4
58643,0 days 00:34:12.078586652,398,192.168.239.67,4
58644,0 days 00:34:12.078728655,86,192.168.239.95,4
58645,0 days 00:34:12.079195032,118,192.168.239.7,4
58646,0 days 00:34:12.079195219,141,192.168.239.67,4
58647,0 days 00:34:12.080670008,86,192.168.239.95,4
58648,0 days 00:34:12.081710361,167,192.168.239.67,4
58649,0 days 00:34:12.156979960,91,192.168.239.7,4
58650,0 days 00:34:12.163112157,87,192.168.239.67,4
58651,0 days 00:34:12.166629327,87,192.168.239.7,4
58652,0 days 00:34:12.166629722,87,192.168.239.67,4
58653,0 days 00:34:12.166986068,96,192.168.239.7,4
58654,0 days 00:34:12.171969499,89,192.168.239.7,4
58655,0 days 00:34:12.182498601,94,192.168.239.67,4
58656,0 days 00:34:12.217246322,87,192.168.239.7,4
58657,0 days 00:34:12.251147196,420,192.168.239.67,4
58658,0 days 00:34:12.251389831,131,192.168.239.67,4
58659,0 days 00:34:12.251431715,95,192.168.239.7,4
58660,0 days 00:34:12.251599324,97,192.168.239.67,4
58661,0 days 00:34:12.296673786,87,192.168.239.67,4
58662,0 days 00:34:12.301245777,98,192.168.239.95,4
58663,0 days 00:34:12.302154442,91,192.168.239.7,4
58664,0 days 00:34:12.302154818,87,192.168.239.67,4
58665,0 days 00:34:12.302223692,84,192.168.239.7,4
58666,0 days 00:34:12.302591680,93,192.168.239.67,4
58667,0 days 00:34:12.321719786,86,192.168.239.95,4
58668,0 days 00:34:12.321720057,389,192.168.239.7,4
58669,0 days 00:34:12.327055994,86,192.168.239.95,4
58670,0 days 00:34:12.327482095,98,192.168.239.95,4
58671,0 days 00:34:12.328601735,1374,192.168.239.95,4
58672,0 days 00:34:12.328629533,1374,192.168.239.95,4
58673,0 days 00:34:12.328777537,86,192.168.239.95,4
58674,0 days 00:34:12.329473328,98,192.168.239.95,4
58675,0 days 00:34:12.329473736,86,192.168.239.95,4
58676,0 days 00:34:12.332636514,1374,192.168.239.95,4
58677,0 days 00:34:12.334101232,1374,192.168.239.95,4
58678,0 days 00:34:12.334239470,86,192.168.239.95,4
58679,0 days 00:34:12.334295628,86,192.168.239.95,4
58680,0 days 00:34:12.339466815,2662,192.168.239.95,4
58681,0 days 00:34:12.339645922,86,192.168.239.95,4
58682,0 days 00:34:12.346163419,2662,192.168.239.95,4
58683,0 days 00:34:12.346388072,86,192.168.239.95,4
58684,0 days 00:34:12.353264947,2662,192.168.239.95,4
58685,0 days 00:34:12.353464872,86,192.168.239.95,4
58686,0 days 00:34:12.361259215,2662,192.168.239.95,4
58687,0 days 00:34:12.361443844,86,192.168.239.95,4
58688,0 days 00:34:12.366093878,2662,192.168.239.7,4
58689,0 days 00:34:12.366280396,86,192.168.239.95,4
58690,0 days 00:34:12.372848840,2662,192.168.239.95,4
58691,0 days 00:34:12.373046404,86,192.168.239.95,4
58692,0 days 00:34:12.381252865,2662,192.168.239.95,4
58693,0 days 00:34:12.381458659,86,192.168.239.95,4
58694,0 days 00:34:12.386364112,2662,192.168.239.95,4
58695,0 days 00:34:12.386553821,86,192.168.239.95,4
58696,0 days 00:34:12.391947224,96,192.168.239.7,4
58697,0 days 00:34:12.392328612,97,192.168.239.7,4
58698,0 days 00:34:12.392400616,1374,192.168.239.95,4
58699,0 days 00:34:12.392993989,1374,192.168.239.95,4
58700,0 days 00:34:12.393755061,97,192.168.239.67,4
58701,0 days 00:34:12.393953714,86,192.168.239.95,4
58702,0 days 00:34:12.394088254,97,192.168.239.67,4
58703,0 days 00:34:12.394388715,130,192.168.239.67,4
58704,0 days 00:34:12.401627954,1374,192.168.239.95,4
58705,0 days 00:34:12.401799184,1374,192.168.239.95,4
58706,0 days 00:34:12.401860909,86,192.168.239.95,4
58707,0 days 00:34:12.406453875,2662,192.168.239.7,4
58708,0 days 00:34:12.406587839,86,192.168.239.95,4
58709,0 days 00:34:12.412776647,2662,192.168.239.67,4
58710,0 days 00:34:12.412978747,86,192.168.239.95,4
58711,0 days 00:34:12.420784961,94,192.168.239.7,4
58712,0 days 00:34:12.421380078,1374,192.168.239.95,4
58713,0 days 00:34:12.421675843,1374,192.168.239.95,4
58714,0 days 00:34:12.421709482,86,192.168.239.95,4
58715,0 days 00:34:12.426268763,2662,192.168.239.95,4
58716,0 days 00:34:12.426512292,86,192.168.239.95,4
58717,0 days 00:34:12.433263024,2662,192.168.239.95,4
58718,0 days 00:34:12.433454826,86,192.168.239.95,4
58719,0 days 00:34:12.441361458,98,192.168.239.95,4
58720,0 days 00:34:12.441361751,1374,192.168.239.95,4
58721,0 days 00:34:12.441402772,1350,192.168.239.95,4
58722,0 days 00:34:12.441562382,86,192.168.239.95,4
58723,0 days 00:34:12.446198498,110,192.168.239.95,4
58724,0 days 00:34:12.446198789,2662,192.168.239.95,4
58725,0 days 00:34:12.446435927,86,192.168.239.95,4
58726,0 days 00:34:12.452221217,174,192.168.239.67,4
58727,0 days 00:34:12.452608664,102,192.168.239.67,4
58728,0 days 00:34:12.462835303,2662,192.168.239.67,4
58729,0 days 00:34:12.462870188,2662,192.168.239.95,4
58730,0 days 00:34:12.463025997,86,192.168.239.95,4
58731,0 days 00:34:12.466624622,1374,192.168.239.95,4
58732,0 days 00:34:12.467488171,1374,192.168.239.95,4
58733,0 days 00:34:12.467502760,86,192.168.239.95,4
58734,0 days 00:34:12.473241211,2662,192.168.239.95,4
58735,0 days 00:34:12.473256562,86,192.168.239.95,4
58736,0 days 00:34:12.480328218,90,192.168.239.7,4
58737,0 days 00:34:12.480399732,90,192.168.239.67,4
58738,0 days 00:34:12.480507308,484,192.168.239.7,4
58739,0 days 00:34:12.481141536,2662,192.168.239.95,4
58740,0 days 00:34:12.481151494,86,192.168.239.95,4
58741,0 days 00:34:12.484903296,1292,192.168.239.7,4
58742,0 days 00:34:12.485027811,516,192.168.239.67,4
58743,0 days 00:34:12.486690310,2662,192.168.239.95,4
58744,0 days 00:34:12.486714344,86,192.168.239.95,4
58745,0 days 00:34:12.498297885,2662,192.168.239.95,4
58746,0 days 00:34:12.498316460,86,192.168.239.95,4
58747,0 days 00:34:12.501253520,2662,192.168.239.7,4
58748,0 days 00:34:12.501259442,86,192.168.239.95,4
58749,0 days 00:34:12.506436399,1374,192.168.239.95,4
58750,0 days 00:34:12.507315137,1374,192.168.239.95,4
58751,0 days 00:34:12.507318175,86,192.168.239.95,4
58752,0 days 00:34:12.513100815,1374,192.168.239.95,4
58753,0 days 00:34:12.513734101,1230,192.168.239.95,4
58754,0 days 00:34:12.513736944,86,192.168.239.95,4
58755,0 days 00:34:12.732249483,2662,192.168.239.67,4
58756,0 days 00:34:12.732249851,2662,192.168.239.95,4
58757,0 days 00:34:12.732249900,2662,192.168.239.95,4
58758,0 days 00:34:12.732249954,2662,192.168.239.95,4
58759,0 days 00:34:12.732290188,86,192.168.239.95,4
58760,0 days 00:34:12.732313266,86,192.168.239.95,4
58761,0 days 00:34:12.732318531,86,192.168.239.95,4
58762,0 days 00:34:12.732323703,86,192.168.239.95,4
58763,0 days 00:34:12.732331619,1374,192.168.239.95,4
58764,0 days 00:34:12.732351072,1374,192.168.239.95,4
58765,0 days 00:34:12.732351146,2662,192.168.239.95,4
58766,0 days 00:34:12.732351219,2662,192.168.239.67,4
58767,0 days 00:34:12.732356688,86,192.168.239.95,4
58768,0 days 00:34:12.732362125,86,192.168.239.95,4
58769,0 days 00:34:12.732367486,86,192.168.239.95,4
58770,0 days 00:34:12.732372016,98,192.168.239.95,4
58771,0 days 00:34:12.733079266,2662,192.168.239.95,4
58772,0 days 00:34:12.733079503,2662,192.168.239.95,4
58773,0 days 00:34:12.733079562,2662,192.168.239.95,4
58774,0 days 00:34:12.733079618,2662,192.168.239.95,4
58775,0 days 00:34:12.733103807,86,192.168.239.95,4
58776,0 days 00:34:12.733127569,86,192.168.239.95,4
58777,0 days 00:34:12.733135355,86,192.168.239.95,4
58778,0 days 00:34:12.733142712,86,192.168.239.95,4
58779,0 days 00:34:12.733174585,230,192.168.239.95,4
58780,0 days 00:34:12.733174686,2662,192.168.239.95,4
58781,0 days 00:34:12.733174760,2662,192.168.239.95,4
58782,0 days 00:34:12.733174820,2662,192.168.239.67,4
58783,0 days 00:34:12.733174910,1374,192.168.239.95,4
58784,0 days 00:34:12.733187771,86,192.168.239.95,4
58785,0 days 00:34:12.733197037,86,192.168.239.95,4
58786,0 days 00:34:12.733216947,86,192.168.239.95,4
58787,0 days 00:34:12.733818968,1374,192.168.239.95,4
58788,0 days 00:34:12.733819034,2662,192.168.239.95,4
58789,0 days 00:34:12.733819095,2662,192.168.239.67,4
58790,0 days 00:34:12.733819171,2662,192.168.239.95,4
58791,0 days 00:34:12.733819267,2662,192.168.239.95,4
58792,0 days 00:34:12.733839300,86,192.168.239.95,4
58793,0 days 00:34:12.733856683,86,192.168.239.95,4
58794,0 days 00:34:12.733865674,86,192.168.239.95,4
58795,0 days 00:34:12.733873792,86,192.168.239.95,4
58796,0 days 00:34:12.733882378,86,192.168.239.95,4
58797,0 days 00:34:12.733910941,2662,192.168.239.95,4
58798,0 days 00:34:12.733911048,2662,192.168.239.95,4
58799,0 days 00:34:12.733911115,2662,192.168.239.95,4
58800,0 days 00:34:12.733911184,2662,192.168.239.67,4
58801,0 days 00:34:12.733920622,86,192.168.239.95,4
58802,0 days 00:34:12.733927536,86,192.168.239.95,4
58803,0 days 00:34:12.733934633,86,192.168.239.95,4
58804,0 days 00:34:12.733942035,86,192.168.239.95,4
58805,0 days 00:34:12.733953144,91,192.168.239.67,4
58806,0 days 00:34:12.733956189,2662,192.168.239.95,4
58807,0 days 00:34:12.733961002,86,192.168.239.95,4
58808,0 days 00:34:12.738328940,2662,192.168.239.95,4
58809,0 days 00:34:12.738344509,86,192.168.239.95,4
58810,0 days 00:34:12.738402201,2662,192.168.239.95,4
58811,0 days 00:34:12.738408110,86,192.168.239.95,4
58812,0 days 00:34:12.741176979,2662,192.168.239.95,4
58813,0 days 00:34:12.741183324,86,192.168.239.95,4
58814,0 days 00:34:12.743641093,1374,192.168.239.95,4
58815,0 days 00:34:12.744488359,1374,192.168.239.95,4
58816,0 days 00:34:12.744493588,86,192.168.239.95,4
58817,0 days 00:34:12.746701204,2662,192.168.239.67,4
58818,0 days 00:34:12.746706077,86,192.168.239.95,4
58819,0 days 00:34:12.751784579,2662,192.168.239.95,4
58820,0 days 00:34:12.751790005,86,192.168.239.95,4
58821,0 days 00:34:12.753685043,2662,192.168.239.95,4
58822,0 days 00:34:12.753690005,86,192.168.239.95,4
58823,0 days 00:34:12.757395575,2662,192.168.239.95,4
58824,0 days 00:34:12.757400666,86,192.168.239.95,4
58825,0 days 00:34:12.759595509,94,192.168.239.7,4
58826,0 days 00:34:12.761182125,2662,192.168.239.95,4
58827,0 days 00:34:12.761186786,86,192.168.239.95,4
58828,0 days 00:34:12.776462918,2662,192.168.239.95,4
58829,0 days 00:34:12.776492877,86,192.168.239.95,4
58830,0 days 00:34:12.783400665,2662,192.168.239.95,4
58831,0 days 00:34:12.783401027,2662,192.168.239.67,4
58832,0 days 00:34:12.783433961,86,192.168.239.95,4
58833,0 days 00:34:12.783460116,86,192.168.239.95,4
58834,0 days 00:34:12.785405394,1292,192.168.239.7,4
58835,0 days 00:34:12.786158198,2662,192.168.239.95,4
58836,0 days 00:34:12.786175213,86,192.168.239.95,4
58837,0 days 00:34:12.788158734,1374,192.168.239.95,4
58838,0 days 00:34:12.788894209,1374,192.168.239.95,4
58839,0 days 00:34:12.788908132,86,192.168.239.95,4
58840,0 days 00:34:12.791678886,2662,192.168.239.67,4
58841,0 days 00:34:12.791692208,86,192.168.239.95,4
58842,0 days 00:34:12.811483617,77,192.168.239.7,4
58843,0 days 00:34:12.811510166,66,192.168.239.67,4
58844,0 days 00:34:12.846118876,2662,192.168.239.95,4
58845,0 days 00:34:12.846157911,86,192.168.239.95,4
58846,0 days 00:34:12.847511248,2662,192.168.239.95,4
58847,0 days 00:34:12.847543328,86,192.168.239.95,4
58848,0 days 00:34:12.851418850,2662,192.168.239.95,4
58849,0 days 00:34:12.851451077,86,192.168.239.95,4
58850,0 days 00:34:12.856419720,2662,192.168.239.95,4
58851,0 days 00:34:12.856454681,86,192.168.239.95,4
58852,0 days 00:34:12.859167601,2662,192.168.239.95,4
58853,0 days 00:34:12.859205142,86,192.168.239.95,4
58854,0 days 00:34:12.861334893,2662,192.168.239.67,4
58855,0 days 00:34:12.861352694,86,192.168.239.95,4
58856,0 days 00:34:12.866036220,1374,192.168.239.95,4
58857,0 days 00:34:12.866964433,1374,192.168.239.95,4
58858,0 days 00:34:12.866979426,86,192.168.239.95,4
58859,0 days 00:34:12.867519897,1374,192.168.239.95,4
58860,0 days 00:34:12.868229584,1374,192.168.239.95,4
58861,0 days 00:34:12.868243605,86,192.168.239.95,4
58862,0 days 00:34:12.871782828,2662,192.168.239.95,4
58863,0 days 00:34:12.871788287,86,192.168.239.95,4
58864,0 days 00:34:12.876100376,1374,192.168.239.95,4
58865,0 days 00:34:12.876850831,1374,192.168.239.95,4
58866,0 days 00:34:12.876869781,86,192.168.239.95,4
58867,0 days 00:34:12.878092170,2662,192.168.239.95,4
58868,0 days 00:34:12.878107718,86,192.168.239.95,4
58869,0 days 00:34:12.881650919,2662,192.168.239.95,4
58870,0 days 00:34:12.881680172,86,192.168.239.95,4
58871,0 days 00:34:12.886133847,2662,192.168.239.67,4
58872,0 days 00:34:12.886159470,86,192.168.239.95,4
58873,0 days 00:34:12.887423303,88,192.168.239.7,4
58874,0 days 00:34:12.888680427,2662,192.168.239.95,4
58875,0 days 00:34:12.888697332,86,192.168.239.95,4
58876,0 days 00:34:12.891508656,2662,192.168.239.95,4
58877,0 days 00:34:12.891521873,86,192.168.239.95,4
58878,0 days 00:34:12.902620564,1374,192.168.239.7,4
58879,0 days 00:34:12.903292526,1374,192.168.239.95,4
58880,0 days 00:34:12.903318594,86,192.168.239.95,4
58881,0 days 00:34:12.903358214,2662,192.168.239.95,4
58882,0 days 00:34:12.903372018,86,192.168.239.95,4
58883,0 days 00:34:12.903507803,2662,192.168.239.95,4
58884,0 days 00:34:12.903515269,86,192.168.239.95,4
58885,0 days 00:34:12.906139707,1374,192.168.239.95,4
58886,0 days 00:34:12.907016507,1374,192.168.239.95,4
58887,0 days 00:34:12.907039531,86,192.168.239.95,4
58888,0 days 00:34:12.907939374,2662,192.168.239.95,4
58889,0 days 00:34:12.907954140,86,192.168.239.95,4
58890,0 days 00:34:12.911251754,2662,192.168.239.95,4
58891,0 days 00:34:12.911281475,86,192.168.239.95,4
58892,0 days 00:34:12.913125017,2662,192.168.239.7,4
58893,0 days 00:34:12.913156802,86,192.168.239.95,4
58894,0 days 00:34:12.916307697,2662,192.168.239.95,4
58895,0 days 00:34:12.916329010,86,192.168.239.95,4
58896,0 days 00:34:12.921417303,2662,192.168.239.95,4
58897,0 days 00:34:12.921431028,86,192.168.239.95,4
58898,0 days 00:34:12.922065716,1374,192.168.239.95,4
58899,0 days 00:34:12.922091045,1374,192.168.239.95,4
58900,0 days 00:34:12.922098560,86,192.168.239.95,4
58901,0 days 00:34:12.926125308,2662,192.168.239.95,4
58902,0 days 00:34:12.926138602,86,192.168.239.95,4
58903,0 days 00:34:12.928303144,2662,192.168.239.95,4
58904,0 days 00:34:12.928333739,86,192.168.239.95,4
58905,0 days 00:34:12.931413119,1374,192.168.239.95,4
58906,0 days 00:34:12.931634437,1374,192.168.239.7,4
58907,0 days 00:34:12.931652795,86,192.168.239.95,4
58908,0 days 00:34:12.936649474,2662,192.168.239.95,4
58909,0 days 00:34:12.936667127,86,192.168.239.95,4
58910,0 days 00:34:12.937757289,2662,192.168.239.95,4
58911,0 days 00:34:12.937772397,86,192.168.239.95,4
58912,0 days 00:34:12.941296063,2662,192.168.239.95,4
58913,0 days 00:34:12.941309543,86,192.168.239.95,4
58914,0 days 00:34:12.943661414,2662,192.168.239.7,4
58915,0 days 00:34:12.943673848,86,192.168.239.95,4
58916,0 days 00:34:12.946725787,2662,192.168.239.95,4
58917,0 days 00:34:12.946738922,86,192.168.239.95,4
58918,0 days 00:34:12.952095974,1374,192.168.239.95,4
58919,0 days 00:34:12.952685639,1374,192.168.239.95,4
58920,0 days 00:34:12.952703370,86,192.168.239.95,4
58921,0 days 00:34:12.952753968,2662,192.168.239.95,4
58922,0 days 00:34:12.952759938,86,192.168.239.95,4
58923,0 days 00:34:12.956307656,2662,192.168.239.7,4
58924,0 days 00:34:12.956339606,86,192.168.239.95,4
58925,0 days 00:34:12.958159764,87,192.168.239.7,4
58926,0 days 00:34:12.958161566,1374,192.168.239.95,4
58927,0 days 00:34:12.958186496,1374,192.168.239.95,4
58928,0 days 00:34:12.958195026,86,192.168.239.95,4
58929,0 days 00:34:12.958348749,98,192.168.239.67,4
58930,0 days 00:34:12.961855291,2662,192.168.239.95,4
58931,0 days 00:34:12.961885864,86,192.168.239.95,4
58932,0 days 00:34:12.964133473,1374,192.168.239.95,4
58933,0 days 00:34:12.966186197,1374,192.168.239.95,4
58934,0 days 00:34:12.966200337,86,192.168.239.95,4
58935,0 days 00:34:12.967642842,2662,192.168.239.95,4
58936,0 days 00:34:12.967672346,86,192.168.239.95,4
58937,0 days 00:34:12.971236062,2662,192.168.239.95,4
58938,0 days 00:34:12.971266321,86,192.168.239.95,4
58939,0 days 00:34:12.973711416,2662,192.168.239.95,4
58940,0 days 00:34:12.973742332,86,192.168.239.95,4
58941,0 days 00:34:12.976032864,2662,192.168.239.7,4
58942,0 days 00:34:12.976063328,86,192.168.239.95,4
58943,0 days 00:34:12.979258367,2662,192.168.239.95,4
58944,0 days 00:34:12.979288364,86,192.168.239.95,4
58945,0 days 00:34:12.982190963,2662,192.168.239.95,4
58946,0 days 00:34:12.982221911,86,192.168.239.95,4
58947,0 days 00:34:12.986257061,2662,192.168.239.95,4
58948,0 days 00:34:12.986255887,97,192.168.239.67,4
58949,0 days 00:34:12.986291103,86,192.168.239.95,4
58950,0 days 00:34:12.986671934,97,192.168.239.7,4
58951,0 days 00:34:12.988286652,2662,192.168.239.95,4
58952,0 days 00:34:12.988306777,86,192.168.239.95,4
58953,0 days 00:34:12.991186949,2662,192.168.239.95,4
58954,0 days 00:34:12.991204152,86,192.168.239.95,4
58955,0 days 00:34:12.994219084,1374,192.168.239.95,4
58956,0 days 00:34:12.995149647,1288,192.168.239.7,4
58957,0 days 00:34:13.009508802,1292,192.168.239.67,4
58958,0 days 00:34:13.022779874,1292,192.168.239.67,4
58959,0 days 00:34:13.033227261,1292,192.168.239.67,4
58960,0 days 00:34:13.033455778,170,192.168.239.7,4
58961,0 days 00:34:13.033501295,1679,192.168.239.7,4
58962,0 days 00:34:13.035660107,1292,192.168.239.7,4
58963,0 days 00:34:13.038532281,86,192.168.239.95,4
58964,0 days 00:34:13.049984983,1292,192.168.239.7,4
58965,0 days 00:34:13.063254258,1292,192.168.239.67,4
58966,0 days 00:34:13.066570052,1374,192.168.239.7,4
58967,0 days 00:34:13.066621117,86,192.168.239.95,4
58968,0 days 00:34:13.066648198,1374,192.168.239.95,4
58969,0 days 00:34:13.066654535,86,192.168.239.95,4
58970,0 days 00:34:13.076184651,2662,192.168.239.95,4
58971,0 days 00:34:13.076198169,86,192.168.239.95,4
58972,0 days 00:34:13.076311978,1292,192.168.239.67,4
58973,0 days 00:34:13.077303715,2662,192.168.239.95,4
58974,0 days 00:34:13.077315794,86,192.168.239.95,4
58975,0 days 00:34:13.081726613,2662,192.168.239.67,4
58976,0 days 00:34:13.081740755,86,192.168.239.95,4
58977,0 days 00:34:13.086263025,2662,192.168.239.95,4
58978,0 days 00:34:13.086278603,86,192.168.239.95,4
58979,0 days 00:34:13.086948379,2662,192.168.239.95,4
58980,0 days 00:34:13.086962470,86,192.168.239.95,4
58981,0 days 00:34:13.089270239,1292,192.168.239.67,4
58982,0 days 00:34:13.091234827,2662,192.168.239.95,4
58983,0 days 00:34:13.091248606,86,192.168.239.95,4
58984,0 days 00:34:13.096172799,2662,192.168.239.95,4
58985,0 days 00:34:13.096200940,86,192.168.239.95,4
58986,0 days 00:34:13.097248311,2662,192.168.239.95,4
58987,0 days 00:34:13.097261919,86,192.168.239.95,4
58988,0 days 00:34:13.101265826,2662,192.168.239.7,4
58989,0 days 00:34:13.101295535,86,192.168.239.95,4
58990,0 days 00:34:13.103149785,2662,192.168.239.95,4
58991,0 days 00:34:13.103159145,1292,192.168.239.7,4
58992,0 days 00:34:13.103176128,86,192.168.239.95,4
58993,0 days 00:34:13.106229359,2662,192.168.239.95,4
58994,0 days 00:34:13.106244238,86,192.168.239.95,4
58995,0 days 00:34:13.108747220,2662,192.168.239.95,4
58996,0 days 00:34:13.108778017,86,192.168.239.95,4
58997,0 days 00:34:13.116228463,2662,192.168.239.95,4
58998,0 days 00:34:13.116259469,86,192.168.239.95,4
58999,0 days 00:34:13.116322957,418,192.168.239.7,4
59000,0 days 00:34:13.121556341,2662,192.168.239.95,4
59001,0 days 00:34:13.121588288,86,192.168.239.95,4
59002,0 days 00:34:13.122099391,2662,192.168.239.7,4
59003,0 days 00:34:13.122103902,86,192.168.239.95,4
59004,0 days 00:34:13.126557300,1374,192.168.239.95,4
59005,0 days 00:34:13.126557582,1374,192.168.239.95,4
59006,0 days 00:34:13.126588142,86,192.168.239.95,4
59007,0 days 00:34:13.126613619,86,192.168.239.95,4
59008,0 days 00:34:13.127276012,1374,192.168.239.95,4
59009,0 days 00:34:13.127290554,86,192.168.239.95,4
59010,0 days 00:34:13.127992317,2662,192.168.239.95,4
59011,0 days 00:34:13.128006661,86,192.168.239.95,4
59012,0 days 00:34:13.130995591,1374,192.168.239.67,4
59013,0 days 00:34:13.131025938,86,192.168.239.95,4
59014,0 days 00:34:13.131575751,1374,192.168.239.95,4
59015,0 days 00:34:13.131591731,86,192.168.239.95,4
59016,0 days 00:34:13.132364029,1374,192.168.239.95,4
59017,0 days 00:34:13.132380740,86,192.168.239.95,4
