No.,Time,Length,Device IP,Day
78115,0 days 01:01:01.196504058,2622,192.168.239.95,5
78116,0 days 01:01:01.196504103,2622,192.168.239.95,5
78117,0 days 01:01:01.196509295,86,192.168.239.95,5
78118,0 days 01:01:01.196514049,86,192.168.239.95,5
78119,0 days 01:01:01.196518312,86,192.168.239.95,5
78120,0 days 01:01:01.196527073,86,192.168.239.95,5
78121,0 days 01:01:01.196534567,2622,192.168.239.95,5
78122,0 days 01:01:01.196539719,86,192.168.239.95,5
78123,0 days 01:01:01.196546121,1354,192.168.239.95,5
78124,0 days 01:01:01.197129066,1354,192.168.239.95,5
78125,0 days 01:01:01.197129201,1354,192.168.239.95,5
78126,0 days 01:01:01.197143659,86,192.168.239.95,5
78127,0 days 01:01:01.197918562,1354,192.168.239.95,5
78128,0 days 01:01:01.197931189,86,192.168.239.95,5
78129,0 days 01:01:01.198496814,1354,192.168.239.7,5
78130,0 days 01:01:01.198640468,1354,192.168.239.95,5
78131,0 days 01:01:01.198653065,86,192.168.239.95,5
78132,0 days 01:01:01.214327026,1354,192.168.239.95,5
78133,0 days 01:01:01.216509465,1354,192.168.239.95,5
78134,0 days 01:01:01.216509763,2622,192.168.239.95,5
78135,0 days 01:01:01.216509810,2622,192.168.239.95,5
78136,0 days 01:01:01.216509856,2622,192.168.239.95,5
78137,0 days 01:01:01.216509906,2622,192.168.239.95,5
78138,0 days 01:01:01.216542118,86,192.168.239.95,5
78139,0 days 01:01:01.216567796,86,192.168.239.95,5
78140,0 days 01:01:01.216574437,86,192.168.239.95,5
78141,0 days 01:01:01.216579363,86,192.168.239.95,5
78142,0 days 01:01:01.216584051,86,192.168.239.95,5
78143,0 days 01:01:01.216602699,2622,192.168.239.7,5
78144,0 days 01:01:01.216602775,2622,192.168.239.95,5
78145,0 days 01:01:01.216602836,5158,192.168.239.95,5
78146,0 days 01:01:01.216608070,86,192.168.239.95,5
78147,0 days 01:01:01.216613571,86,192.168.239.95,5
78148,0 days 01:01:01.216618324,86,192.168.239.95,5
78149,0 days 01:01:01.216636580,2622,192.168.239.95,5
78150,0 days 01:01:01.216636661,2622,192.168.239.95,5
78151,0 days 01:01:01.216636725,2622,192.168.239.95,5
78152,0 days 01:01:01.216636769,1354,192.168.239.7,5
78153,0 days 01:01:01.216642435,86,192.168.239.95,5
78154,0 days 01:01:01.216647344,86,192.168.239.95,5
78155,0 days 01:01:01.216656639,86,192.168.239.95,5
78156,0 days 01:01:01.223309714,1354,192.168.239.95,5
78157,0 days 01:01:01.223338096,86,192.168.239.95,5
78158,0 days 01:01:01.223797250,2622,192.168.239.95,5
78159,0 days 01:01:01.223797435,2622,192.168.239.95,5
78160,0 days 01:01:01.223797489,2622,192.168.239.95,5
78161,0 days 01:01:01.223797535,3890,192.168.239.95,5
78162,0 days 01:01:01.223819488,86,192.168.239.95,5
78163,0 days 01:01:01.223834259,86,192.168.239.95,5
78164,0 days 01:01:01.223839615,86,192.168.239.95,5
78165,0 days 01:01:01.223844474,86,192.168.239.95,5
78166,0 days 01:01:01.228384615,1354,192.168.239.95,5
78167,0 days 01:01:01.228426061,2622,192.168.239.67,5
78168,0 days 01:01:01.228426262,1354,192.168.239.95,5
78169,0 days 01:01:01.228441113,86,192.168.239.95,5
78170,0 days 01:01:01.231569388,1354,192.168.239.95,5
78171,0 days 01:01:01.231597945,86,192.168.239.95,5
78172,0 days 01:01:01.232348852,1354,192.168.239.95,5
78173,0 days 01:01:01.233683201,1354,192.168.239.95,5
78174,0 days 01:01:01.233702320,86,192.168.239.95,5
78175,0 days 01:01:01.234132994,1354,192.168.239.95,5
78176,0 days 01:01:01.236579081,1354,192.168.239.95,5
78177,0 days 01:01:01.236606820,86,192.168.239.95,5
78178,0 days 01:01:01.237873186,1354,192.168.239.95,5
78179,0 days 01:01:01.238961724,1354,192.168.239.95,5
78180,0 days 01:01:01.238989325,86,192.168.239.95,5
78181,0 days 01:01:01.248138585,1354,192.168.239.95,5
78182,0 days 01:01:01.248181031,1354,192.168.239.95,5
78183,0 days 01:01:01.248181091,2622,192.168.239.95,5
78184,0 days 01:01:01.248195396,86,192.168.239.95,5
78185,0 days 01:01:01.248215418,86,192.168.239.95,5
78186,0 days 01:01:01.248432980,2622,192.168.239.7,5
78187,0 days 01:01:01.248446405,86,192.168.239.95,5
78188,0 days 01:01:01.248498718,1354,192.168.239.95,5
78189,0 days 01:01:01.249222664,1354,192.168.239.95,5
78190,0 days 01:01:01.249236122,86,192.168.239.95,5
78191,0 days 01:01:01.251068784,1354,192.168.239.95,5
78192,0 days 01:01:01.251328037,1354,192.168.239.95,5
78193,0 days 01:01:01.251341138,86,192.168.239.95,5
78194,0 days 01:01:01.251908749,1354,192.168.239.95,5
78195,0 days 01:01:01.252799553,1354,192.168.239.95,5
78196,0 days 01:01:01.252813018,86,192.168.239.95,5
78197,0 days 01:01:01.253346554,1354,192.168.239.95,5
78198,0 days 01:01:01.254167315,1354,192.168.239.95,5
78199,0 days 01:01:01.254171976,86,192.168.239.95,5
78200,0 days 01:01:01.255139903,1354,192.168.239.95,5
78201,0 days 01:01:01.256224636,1354,192.168.239.95,5
78202,0 days 01:01:01.256230624,86,192.168.239.95,5
78203,0 days 01:01:01.257237267,1354,192.168.239.95,5
78204,0 days 01:01:01.257768864,1354,192.168.239.67,5
78205,0 days 01:01:01.257782964,86,192.168.239.95,5
78206,0 days 01:01:01.258503947,1354,192.168.239.95,5
78207,0 days 01:01:01.259083218,1354,192.168.239.95,5
78208,0 days 01:01:01.259096651,86,192.168.239.95,5
78209,0 days 01:01:01.260181110,1354,192.168.239.95,5
78210,0 days 01:01:01.261062018,1354,192.168.239.95,5
78211,0 days 01:01:01.261062181,1354,192.168.239.95,5
78212,0 days 01:01:01.261066925,86,192.168.239.95,5
78213,0 days 01:01:01.261660196,1354,192.168.239.95,5
78214,0 days 01:01:01.261663311,86,192.168.239.95,5
78215,0 days 01:01:01.262527247,1354,192.168.239.95,5
78216,0 days 01:01:01.263349300,1354,192.168.239.95,5
78217,0 days 01:01:01.263376167,86,192.168.239.95,5
78218,0 days 01:01:01.263404657,1354,192.168.239.95,5
78219,0 days 01:01:01.264882363,1354,192.168.239.95,5
78220,0 days 01:01:01.264882556,1354,192.168.239.95,5
78221,0 days 01:01:01.264887857,86,192.168.239.95,5
78222,0 days 01:01:01.265441698,1354,192.168.239.95,5
78223,0 days 01:01:01.265444803,86,192.168.239.95,5
78224,0 days 01:01:01.265569498,1354,192.168.239.7,5
78225,0 days 01:01:01.266402778,1354,192.168.239.95,5
78226,0 days 01:01:01.266406676,86,192.168.239.95,5
78227,0 days 01:01:01.266852898,1354,192.168.239.95,5
78228,0 days 01:01:01.267443500,1354,192.168.239.95,5
78229,0 days 01:01:01.267447092,86,192.168.239.95,5
78230,0 days 01:01:01.267567063,1354,192.168.239.95,5
78231,0 days 01:01:01.268318826,1354,192.168.239.95,5
78232,0 days 01:01:01.268322153,86,192.168.239.95,5
78233,0 days 01:01:01.269239771,1354,192.168.239.95,5
78234,0 days 01:01:01.269239943,1354,192.168.239.95,5
78235,0 days 01:01:01.269245513,86,192.168.239.95,5
78236,0 days 01:01:01.269789045,1354,192.168.239.95,5
78237,0 days 01:01:01.270328103,2622,192.168.239.95,5
78238,0 days 01:01:01.270332105,86,192.168.239.95,5
78239,0 days 01:01:01.271605077,1354,192.168.239.95,5
78240,0 days 01:01:01.271872673,1354,192.168.239.95,5
78241,0 days 01:01:01.271884850,86,192.168.239.95,5
78242,0 days 01:01:01.272017409,1354,192.168.239.7,5
78243,0 days 01:01:01.272566154,2622,192.168.239.95,5
78244,0 days 01:01:01.272579639,86,192.168.239.95,5
78245,0 days 01:01:01.273257642,1354,192.168.239.95,5
78246,0 days 01:01:01.274130387,1354,192.168.239.95,5
78247,0 days 01:01:01.274155030,86,192.168.239.95,5
78248,0 days 01:01:01.274767041,1354,192.168.239.95,5
78249,0 days 01:01:01.281454618,1354,192.168.239.95,5
78250,0 days 01:01:01.281481874,86,192.168.239.95,5
78251,0 days 01:01:01.281941194,3890,192.168.239.95,5
78252,0 days 01:01:01.281941343,2622,192.168.239.95,5
78253,0 days 01:01:01.281941386,2622,192.168.239.67,5
78254,0 days 01:01:01.281941428,2622,192.168.239.95,5
78255,0 days 01:01:01.281959772,86,192.168.239.95,5
78256,0 days 01:01:01.281977683,86,192.168.239.95,5
78257,0 days 01:01:01.281982908,86,192.168.239.95,5
78258,0 days 01:01:01.281987308,86,192.168.239.95,5
78259,0 days 01:01:01.281999457,1354,192.168.239.95,5
78260,0 days 01:01:01.282958935,1354,192.168.239.95,5
78261,0 days 01:01:01.282988014,86,192.168.239.95,5
78262,0 days 01:01:01.283015882,1354,192.168.239.95,5
78263,0 days 01:01:01.283643539,1354,192.168.239.95,5
78264,0 days 01:01:01.283643728,1354,192.168.239.95,5
78265,0 days 01:01:01.283657775,86,192.168.239.95,5
78266,0 days 01:01:01.284772916,2622,192.168.239.95,5
78267,0 days 01:01:01.284786963,86,192.168.239.95,5
78268,0 days 01:01:01.284960292,1354,192.168.239.95,5
78269,0 days 01:01:01.285103680,1354,192.168.239.95,5
78270,0 days 01:01:01.285116086,86,192.168.239.95,5
78271,0 days 01:01:01.286244906,1354,192.168.239.67,5
78272,0 days 01:01:01.286334971,2622,192.168.239.95,5
78273,0 days 01:01:01.286342631,86,192.168.239.95,5
78274,0 days 01:01:01.286615767,2622,192.168.239.95,5
78275,0 days 01:01:01.286615940,1354,192.168.239.95,5
78276,0 days 01:01:01.286629432,86,192.168.239.95,5
78277,0 days 01:01:01.286768502,1354,192.168.239.95,5
78278,0 days 01:01:01.286780681,86,192.168.239.95,5
78279,0 days 01:01:01.287596212,1354,192.168.239.95,5
78280,0 days 01:01:01.288209304,1354,192.168.239.95,5
78281,0 days 01:01:01.288222041,86,192.168.239.95,5
78282,0 days 01:01:01.288274360,1354,192.168.239.95,5
78283,0 days 01:01:01.289094142,1354,192.168.239.95,5
78284,0 days 01:01:01.289106430,86,192.168.239.95,5
78285,0 days 01:01:01.289761940,1354,192.168.239.95,5
78286,0 days 01:01:01.290140683,1354,192.168.239.95,5
78287,0 days 01:01:01.290140858,1354,192.168.239.7,5
78288,0 days 01:01:01.290148509,86,192.168.239.95,5
78289,0 days 01:01:01.290417193,1354,192.168.239.95,5
78290,0 days 01:01:01.290422409,86,192.168.239.95,5
78291,0 days 01:01:01.290751410,1354,192.168.239.95,5
78292,0 days 01:01:01.291407609,1354,192.168.239.95,5
78293,0 days 01:01:01.291407765,2622,192.168.239.95,5
78294,0 days 01:01:01.291421103,86,192.168.239.95,5
78295,0 days 01:01:01.291438816,86,192.168.239.95,5
78296,0 days 01:01:01.291626100,1354,192.168.239.95,5
78297,0 days 01:01:01.291772810,1354,192.168.239.95,5
78298,0 days 01:01:01.291785482,86,192.168.239.95,5
78299,0 days 01:01:01.298128013,1354,192.168.239.95,5
78300,0 days 01:01:01.298312158,1354,192.168.239.95,5
78301,0 days 01:01:01.298312283,2622,192.168.239.95,5
78302,0 days 01:01:01.298324454,86,192.168.239.95,5
78303,0 days 01:01:01.298339072,86,192.168.239.95,5
78304,0 days 01:01:01.299127414,2622,192.168.239.67,5
78305,0 days 01:01:01.299127682,2622,192.168.239.95,5
78306,0 days 01:01:01.299127721,5158,192.168.239.95,5
78307,0 days 01:01:01.299156456,86,192.168.239.95,5
78308,0 days 01:01:01.299180628,86,192.168.239.95,5
78309,0 days 01:01:01.299185737,86,192.168.239.95,5
78310,0 days 01:01:01.299200572,2622,192.168.239.95,5
78311,0 days 01:01:01.299200632,2622,192.168.239.95,5
78312,0 days 01:01:01.299203842,86,192.168.239.95,5
78313,0 days 01:01:01.299208491,86,192.168.239.95,5
78314,0 days 01:01:01.301056713,2622,192.168.239.95,5
78315,0 days 01:01:01.301056945,2622,192.168.239.67,5
78316,0 days 01:01:01.301056986,1354,192.168.239.95,5
78317,0 days 01:01:01.301085047,86,192.168.239.95,5
78318,0 days 01:01:01.301106558,86,192.168.239.95,5
78319,0 days 01:01:01.302001722,1354,192.168.239.95,5
78320,0 days 01:01:01.302001841,2622,192.168.239.95,5
78321,0 days 01:01:01.302001883,1354,192.168.239.95,5
78322,0 days 01:01:01.302015885,86,192.168.239.95,5
78323,0 days 01:01:01.302035639,86,192.168.239.95,5
78324,0 days 01:01:01.302729315,1354,192.168.239.95,5
78325,0 days 01:01:01.302755399,86,192.168.239.95,5
78326,0 days 01:01:01.302813201,3890,192.168.239.95,5
78327,0 days 01:01:01.302818042,86,192.168.239.95,5
78328,0 days 01:01:01.303454321,1354,192.168.239.95,5
78329,0 days 01:01:01.303652151,2622,192.168.239.67,5
78330,0 days 01:01:01.303652270,1354,192.168.239.95,5
78331,0 days 01:01:01.303665006,86,192.168.239.95,5
78332,0 days 01:01:01.304226017,1354,192.168.239.95,5
78333,0 days 01:01:01.304237729,86,192.168.239.95,5
78334,0 days 01:01:01.305373530,2622,192.168.239.95,5
78335,0 days 01:01:01.305373687,2622,192.168.239.95,5
78336,0 days 01:01:01.305373730,1354,192.168.239.95,5
78337,0 days 01:01:01.305387489,86,192.168.239.95,5
78338,0 days 01:01:01.305401196,86,192.168.239.95,5
78339,0 days 01:01:01.306141851,1354,192.168.239.95,5
78340,0 days 01:01:01.306142036,2622,192.168.239.95,5
78341,0 days 01:01:01.306142074,2622,192.168.239.95,5
78342,0 days 01:01:01.306142116,1354,192.168.239.7,5
78343,0 days 01:01:01.306160103,86,192.168.239.95,5
78344,0 days 01:01:01.306177032,86,192.168.239.95,5
78345,0 days 01:01:01.306182669,86,192.168.239.95,5
78346,0 days 01:01:01.306904637,1354,192.168.239.95,5
78347,0 days 01:01:01.306904802,1354,192.168.239.95,5
78348,0 days 01:01:01.306916591,86,192.168.239.95,5
78349,0 days 01:01:01.307154340,1354,192.168.239.95,5
78350,0 days 01:01:01.307165559,86,192.168.239.95,5
78351,0 days 01:01:01.307306063,1354,192.168.239.95,5
78352,0 days 01:01:01.308251955,1354,192.168.239.95,5
78353,0 days 01:01:01.308263263,86,192.168.239.95,5
78354,0 days 01:01:01.308435609,1354,192.168.239.95,5
78355,0 days 01:01:01.308435723,2622,192.168.239.95,5
78356,0 days 01:01:01.308451709,86,192.168.239.95,5
78357,0 days 01:01:01.309625618,5158,192.168.239.95,5
78358,0 days 01:01:01.309637297,86,192.168.239.95,5
78359,0 days 01:01:01.311019006,2622,192.168.239.67,5
78360,0 days 01:01:01.311019102,2622,192.168.239.95,5
78361,0 days 01:01:01.311031716,86,192.168.239.95,5
78362,0 days 01:01:01.311045421,86,192.168.239.95,5
78363,0 days 01:01:01.311980737,2622,192.168.239.95,5
78364,0 days 01:01:01.311980908,1354,192.168.239.95,5
78365,0 days 01:01:01.311995381,86,192.168.239.95,5
78366,0 days 01:01:01.318809150,1354,192.168.239.95,5
78367,0 days 01:01:01.318834824,86,192.168.239.95,5
78368,0 days 01:01:01.320922174,2622,192.168.239.95,5
78369,0 days 01:01:01.320922415,5158,192.168.239.7,5
78370,0 days 01:01:01.320922458,2622,192.168.239.95,5
78371,0 days 01:01:01.320956072,86,192.168.239.95,5
78372,0 days 01:01:01.320978411,86,192.168.239.95,5
78373,0 days 01:01:01.320983348,86,192.168.239.95,5
78374,0 days 01:01:01.320990910,2622,192.168.239.95,5
78375,0 days 01:01:01.320993707,86,192.168.239.95,5
78376,0 days 01:01:01.321302407,1354,192.168.239.95,5
78377,0 days 01:01:01.321427771,1354,192.168.239.95,5
78378,0 days 01:01:01.321441075,86,192.168.239.95,5
78379,0 days 01:01:01.321998836,2622,192.168.239.95,5
78380,0 days 01:01:01.322013120,86,192.168.239.95,5
78381,0 days 01:01:01.326287984,1354,192.168.239.95,5
78382,0 days 01:01:01.326442529,1354,192.168.239.95,5
78383,0 days 01:01:01.326455121,86,192.168.239.95,5
78384,0 days 01:01:01.326994064,1354,192.168.239.95,5
78385,0 days 01:01:01.327145853,3890,192.168.239.67,5
78386,0 days 01:01:01.327153959,86,192.168.239.95,5
78387,0 days 01:01:01.327633138,1354,192.168.239.95,5
78388,0 days 01:01:01.328698620,3890,192.168.239.95,5
78389,0 days 01:01:01.328710705,86,192.168.239.95,5
78390,0 days 01:01:01.330843767,2622,192.168.239.95,5
78391,0 days 01:01:01.330855536,86,192.168.239.95,5
78392,0 days 01:01:01.331470010,3890,192.168.239.95,5
78393,0 days 01:01:01.331482442,86,192.168.239.95,5
78394,0 days 01:01:01.332002186,1354,192.168.239.95,5
78395,0 days 01:01:01.332843788,1354,192.168.239.67,5
78396,0 days 01:01:01.332854934,86,192.168.239.95,5
78397,0 days 01:01:01.332903917,1354,192.168.239.95,5
78398,0 days 01:01:01.333362873,1354,192.168.239.95,5
78399,0 days 01:01:01.333368154,86,192.168.239.95,5
78400,0 days 01:01:01.333509908,1354,192.168.239.95,5
78401,0 days 01:01:01.334404719,2622,192.168.239.95,5
78402,0 days 01:01:01.334408712,86,192.168.239.95,5
78403,0 days 01:01:01.335049500,1354,192.168.239.95,5
78404,0 days 01:01:01.336475474,1354,192.168.239.95,5
78405,0 days 01:01:01.336484451,86,192.168.239.95,5
78406,0 days 01:01:01.336656363,2622,192.168.239.95,5
78407,0 days 01:01:01.336660908,86,192.168.239.95,5
78408,0 days 01:01:01.337286747,2622,192.168.239.95,5
78409,0 days 01:01:01.337296237,86,192.168.239.95,5
78410,0 days 01:01:01.341590342,1354,192.168.239.95,5
78411,0 days 01:01:01.341778022,3890,192.168.239.7,5
78412,0 days 01:01:01.341784240,86,192.168.239.95,5
78413,0 days 01:01:01.342373275,1354,192.168.239.95,5
78414,0 days 01:01:01.342495701,1354,192.168.239.95,5
78415,0 days 01:01:01.342497329,86,192.168.239.95,5
78416,0 days 01:01:01.343093314,2622,192.168.239.95,5
78417,0 days 01:01:01.343095002,86,192.168.239.95,5
78418,0 days 01:01:01.346471074,1354,192.168.239.95,5
78419,0 days 01:01:01.346614112,1354,192.168.239.95,5
78420,0 days 01:01:01.346621376,86,192.168.239.95,5
78421,0 days 01:01:01.347362030,5158,192.168.239.95,5
78422,0 days 01:01:01.347366883,86,192.168.239.95,5
78423,0 days 01:01:01.351105519,1354,192.168.239.67,5
78424,0 days 01:01:01.351917444,1354,192.168.239.95,5
78425,0 days 01:01:01.351926023,86,192.168.239.95,5
78426,0 days 01:01:01.356534247,1354,192.168.239.95,5
78427,0 days 01:01:01.356647734,1354,192.168.239.95,5
78428,0 days 01:01:01.356652001,86,192.168.239.95,5
78429,0 days 01:01:01.357154140,1354,192.168.239.95,5
78430,0 days 01:01:01.357344337,2622,192.168.239.95,5
78431,0 days 01:01:01.357346493,86,192.168.239.95,5
78432,0 days 01:01:01.357856389,1354,192.168.239.95,5
78433,0 days 01:01:01.358409447,1354,192.168.239.95,5
78434,0 days 01:01:01.358411712,86,192.168.239.95,5
78435,0 days 01:01:01.358601312,1354,192.168.239.95,5
78436,0 days 01:01:01.359957408,2622,192.168.239.95,5
78437,0 days 01:01:01.359966713,86,192.168.239.95,5
78438,0 days 01:01:01.361001409,1354,192.168.239.95,5
78439,0 days 01:01:01.361132293,1354,192.168.239.7,5
78440,0 days 01:01:01.361135273,86,192.168.239.95,5
78441,0 days 01:01:01.366273472,1354,192.168.239.95,5
78442,0 days 01:01:01.366375066,1354,192.168.239.95,5
78443,0 days 01:01:01.366375229,1354,192.168.239.95,5
78444,0 days 01:01:01.366381832,86,192.168.239.95,5
78445,0 days 01:01:01.367024841,1354,192.168.239.95,5
78446,0 days 01:01:01.367034818,86,192.168.239.95,5
78447,0 days 01:01:01.367175285,2622,192.168.239.95,5
78448,0 days 01:01:01.367185119,86,192.168.239.95,5
78449,0 days 01:01:01.371259336,2622,192.168.239.95,5
78450,0 days 01:01:01.371286682,86,192.168.239.95,5
78451,0 days 01:01:01.371996310,1354,192.168.239.95,5
78452,0 days 01:01:01.372196913,1354,192.168.239.95,5
78453,0 days 01:01:01.372197028,2622,192.168.239.95,5
78454,0 days 01:01:01.372209026,86,192.168.239.95,5
78455,0 days 01:01:01.372222029,86,192.168.239.95,5
78456,0 days 01:01:01.376285775,2622,192.168.239.67,5
78457,0 days 01:01:01.376314038,86,192.168.239.95,5
78458,0 days 01:01:01.381380236,2622,192.168.239.95,5
78459,0 days 01:01:01.381407587,86,192.168.239.95,5
78460,0 days 01:01:01.382241679,1354,192.168.239.95,5
78461,0 days 01:01:01.382272899,1354,192.168.239.95,5
78462,0 days 01:01:01.382273081,1354,192.168.239.95,5
78463,0 days 01:01:01.382286066,86,192.168.239.95,5
78464,0 days 01:01:01.382853239,1354,192.168.239.95,5
78465,0 days 01:01:01.382864918,86,192.168.239.95,5
78466,0 days 01:01:01.383365871,1354,192.168.239.95,5
78467,0 days 01:01:01.383487285,1354,192.168.239.95,5
78468,0 days 01:01:01.383500309,86,192.168.239.95,5
78469,0 days 01:01:01.386243358,2622,192.168.239.95,5
78470,0 days 01:01:01.386270943,86,192.168.239.95,5
78471,0 days 01:01:01.386860673,1354,192.168.239.95,5
78472,0 days 01:01:01.387050057,1354,192.168.239.67,5
78473,0 days 01:01:01.387050189,1354,192.168.239.95,5
78474,0 days 01:01:01.387062592,86,192.168.239.95,5
78475,0 days 01:01:01.387519791,1354,192.168.239.95,5
78476,0 days 01:01:01.387524834,86,192.168.239.95,5
78477,0 days 01:01:01.388306858,1354,192.168.239.95,5
78478,0 days 01:01:01.388341488,1354,192.168.239.95,5
78479,0 days 01:01:01.388349110,86,192.168.239.95,5
78480,0 days 01:01:01.389425754,2622,192.168.239.95,5
78481,0 days 01:01:01.389437896,86,192.168.239.95,5
78482,0 days 01:01:01.390599796,2622,192.168.239.95,5
78483,0 days 01:01:01.390611508,86,192.168.239.95,5
78484,0 days 01:01:01.391296591,1354,192.168.239.95,5
78485,0 days 01:01:01.391420286,1354,192.168.239.95,5
78486,0 days 01:01:01.391420484,1354,192.168.239.95,5
78487,0 days 01:01:01.391435757,86,192.168.239.95,5
78488,0 days 01:01:01.391914243,1354,192.168.239.95,5
78489,0 days 01:01:01.391925841,86,192.168.239.95,5
78490,0 days 01:01:01.392916472,2622,192.168.239.7,5
78491,0 days 01:01:01.392927409,86,192.168.239.95,5
78492,0 days 01:01:01.393492092,2622,192.168.239.95,5
78493,0 days 01:01:01.393503686,86,192.168.239.95,5
78494,0 days 01:01:01.394263717,1354,192.168.239.95,5
78495,0 days 01:01:01.395073914,1354,192.168.239.95,5
78496,0 days 01:01:01.395085314,86,192.168.239.95,5
78497,0 days 01:01:01.396122193,1354,192.168.239.95,5
78498,0 days 01:01:01.396155143,1354,192.168.239.95,5
78499,0 days 01:01:01.396162091,86,192.168.239.95,5
78500,0 days 01:01:01.396915080,1354,192.168.239.95,5
78501,0 days 01:01:01.397064262,1354,192.168.239.95,5
78502,0 days 01:01:01.397064392,2622,192.168.239.95,5
78503,0 days 01:01:01.397076008,86,192.168.239.95,5
78504,0 days 01:01:01.397088476,86,192.168.239.95,5
78505,0 days 01:01:01.398232686,1354,192.168.239.95,5
78506,0 days 01:01:01.398287244,1354,192.168.239.67,5
78507,0 days 01:01:01.398293752,86,192.168.239.95,5
78508,0 days 01:01:01.398957002,2622,192.168.239.95,5
78509,0 days 01:01:01.398968890,86,192.168.239.95,5
78510,0 days 01:01:01.401737517,1354,192.168.239.95,5
78511,0 days 01:01:01.401861752,2622,192.168.239.95,5
78512,0 days 01:01:01.401873078,86,192.168.239.95,5
78513,0 days 01:01:01.401972071,1354,192.168.239.95,5
78514,0 days 01:01:01.403027250,1354,192.168.239.95,5
78515,0 days 01:01:01.403051651,86,192.168.239.95,5
78516,0 days 01:01:01.403080414,1354,192.168.239.95,5
78517,0 days 01:01:01.403080618,1354,192.168.239.95,5
78518,0 days 01:01:01.403087207,86,192.168.239.95,5
78519,0 days 01:01:01.406508722,1354,192.168.239.95,5
78520,0 days 01:01:01.406508964,1354,192.168.239.95,5
78521,0 days 01:01:01.406542368,86,192.168.239.95,5
78522,0 days 01:01:01.407565288,1354,192.168.239.67,5
78523,0 days 01:01:01.412162536,2622,192.168.239.95,5
78524,0 days 01:01:01.412189523,86,192.168.239.95,5
78525,0 days 01:01:01.412217191,2622,192.168.239.95,5
78526,0 days 01:01:01.412221015,86,192.168.239.95,5
78527,0 days 01:01:01.416474587,2622,192.168.239.95,5
